BuildingID,NoStories,FlArea,NoUnits,ConstYear,BuildVal,PermitDesc,PermitType,DateEvent,DateApplied,CheckDate,DateRecvd,DateFinaled,DateExpired,TimetoApply,RepairTime,TimetoFinal,,
1297,0,912,1,1968,167929,REBUILD MASONRY CHIMNEY PER CITY OF NAPA HANDOUT,FIREPLACE,8/24/14,40251,FALSE,11/21/14,6/24/15,NULL,40,264,304,,
1308,0,1245,1,1951,112433,CHIMNEY CAP AND SEAL,FIREPLACE,8/24/14,39947,FALSE,9/17/14,9/30/14,NULL,12,25,37,,
1310,0,2313,1,1957,83234,REMOVE AND CAP OFF DAMAGED FIREPLACE,FIREPLACE,8/24/14,39947,FALSE,40100,8/17/17,NULL,12,1077,1089,,
1321,0,4556,1,1926,1130115,FOUNDATION AND WALL REPAIRS; REPLACE DUCT WORK; REPLACE,MECHANICAL,8/24/14,9/17/14,TRUE,40830,3/18/15,NULL,24,182,206,,
1325,0,53578.8,NULL,2009,37839990,PACKAGE HEATING/VENT UNIT ON ROOF/REPLACE 2 IN RN ROOM UNITS,COM REMODEL,8/24/14,39947,FALSE,11/13/14,2/20/15,NULL,12,168,180,,
1330,0,3484.8,1,NULL,417593,DEMO INTERIOR MASNRY CHIMNEY,FIREPLACE,8/24/14,40223,FALSE,40192,10/14/14,NULL,39,12,51,,
1334,0,4224,1,1963,1086571,FOUNDATION REPAIRS ; STONE VENEER,FOUNDATION,8/24/14,39947,FALSE,38763,4/27/17,NULL,12,965,977,,
1358,0,1132,1,1955,392930,REBUILD CHASE STUCCO WITH GAS INSERT AND GAS,FIREPLACE,8/24/14,39947,FALSE,10/17/14,4/14/15,NULL,12,221,233,,
1364,0,2478,1,1958,246232,DEMO OUTSIDE CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40131,10/24/14,NULL,12,49,61,,
1366,0,1510,1,1938,664106,REMOVE CHIMNEY TO THE ROOF, REPLACE WITH METAL FLUE & WOOD,8/24/14,FIREPLACE,TRUE,39947,9/13/14,11/13/14,,,20,,
1369,0,1951,1,1920,355401,CARPORT - REPAIR/REBUILT TO 2 POSTS THAT WERE CRACKED,GARAGE CARPORT,8/24/14,39947,FALSE,39947,10/17/14,NULL,12,42,54,,
1370,1,1172,1,1927,239077,CAP & SEAL 2 FIREPLACES PER CITY HAND OUT,FIREPLACE,8/24/14,39947,FALSE,9/29/14,4/20/15,NULL,12,227,239,,
1374,0,1260,1,1928,772350,NULL,NULL,8/24/14,39947,FALSE,1/22/15,5/31/16,NULL,12,634,646,,
1379,0,1261,1,1959,265346,REBUILD MASONRY CHIMNEY PER HANDOUT.,NULL,8/24/14,39947,FALSE,11/17/14,2/20/15,NULL,12,168,180,,
1382,0,852,1,1937,667000,REMOVE CHIMNEY; INSTALL DIRECT VENT GAS FIREPLACE,NULL,8/24/14,39947,FALSE,5/15/15,11/17/15,NULL,12,438,450,,
1388,0,1364,1,1923,634530,FOUNDATION - UNDERFLOOR RETROFIT,FOUNDATION,8/24/14,9/16/14,TRUE,38032,4/17/15,NULL,23,213,236,,
1391,0,2952,1,1928,316137,REBUILD 2 CHIMNEY TOP PORTION); INSTALL 1 GAS INSERT,MECHANICAL,8/24/14,39947,FALSE,5/21/15,9/14/15,NULL,12,374,386,,
1392,0,1820,1,1933,588372,RETRO FIT CHIMNEY WITH FACTORY FLUE AND GAS INSERT,FIREPLACE,8/24/14,9/29/14,TRUE,11/20/14,12/30/14,NULL,36,92,128,,
1395,0,2783,1,1927,1378151,REPLACE CHIMNEY W/ TRANS & METAL PIPE,FIREPLACE,8/24/14,39947,FALSE,40131,10/22/14,NULL,12,47,59,,
1399,0,7405.2,NULL,NULL,354052,RETROFIT INTERIOR BASEMENT; ADD FOUNDATION BOLTS SHEER WALL,NULL,8/24/14,39947,FALSE,39886,9/18/14,NULL,12,13,25,,
1400,0,7405.2,NULL,NULL,354052,RETROFIT INTERIOR BASEMENT; ADD FOUNDATION BOLTS SHEER WALL,NULL,8/24/14,39947,FALSE,39886,9/18/14,NULL,12,13,25,,
1404,0,7840.8,NULL,NULL,436366,FOUNDATION AND WALL REPAIRS; REPLACE DUCT WORK; REPLACE,NULL,8/24/14,40039,FALSE,40830,3/18/15,NULL,15,191,206,,
1422,0,3037,1,1988,682095,ADD STRAPS TO OUTSIDE WALL AND TO RIDGE AND HD TO GARAGE,MINOR BUILDING,8/24/14,40131,FALSE,37149,3/16/15,NULL,18,186,204,,
1426,0,1953,1,1985,131707,REPAIR CHIMNEY - GAS INSERT,FIREPLACE,8/24/14,39947,FALSE,1/30/15,2/23/15,NULL,12,171,183,,
1447,0,970,1,1947,519510,F/P REPAIR, REBUILD WITH WOOD SHOULDER UP/GAS INSERT,8/24/14,FIREPLACE,TRUE,39947,4/20/15,NULL,,,239,,
1455,0,1904,1,1896,823315,REPLACE FOUNDATION & PIPES/BATHROOM DRYROT,FOUNDATION,8/24/14,39947,FALSE,40223,5/18/15,NULL,12,255,267,,
1462,0,1614,1,1936,543530,STRAP DAMAGED CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,39886,10/14/14,NULL,12,39,51,,
1477,0,1481,1,1973,73932,DEMO MASONRY CHIMNEY REBUILD W/ WOOD CHASE,FIREPLACE,8/24/14,39947,FALSE,11/17/14,1/14/15,NULL,12,131,143,,
1492,0,6969.6,NULL,NULL,259666,NEW FOUNDATION PER PLANS,NULL,8/24/14,40465,FALSE,9/30/14,2/24/15,NULL,47,137,184,,
1504,0,1064,1,1957,46231,NULL,NULL,8/24/14,39947,FALSE,6/25/15,8/26/15,NULL,12,355,367,,
1508,0,1643,1,1935,829206,REPLACE MASONRY CHIMNEY W WOOD CHASE; GAS INSERT,MECHANICAL,8/24/14,39947,FALSE,40708,1/16/15,NULL,12,133,145,,
1509,0,1100,1,1959,482025,REBUILD MASONRY CHIMNEY PER CITY OF NAPA HANDOUT,FIREPLACE,8/24/14,39947,FALSE,10/30/14,11/14/14,NULL,12,70,82,,
1518,0,102802,NULL,NULL,1345741,STRUCTURAL REPAIRS TO UNITS 8916,NULL,8/24/14,39947,FALSE,12/17/14,2/17/15,NULL,12,165,177,,
1519,0,102802,NULL,NULL,1345741,STRUCTURAL REPAIRS TO UNITS 8916,NULL,8/24/14,9/25/14,TRUE,12/17/14,2/17/15,NULL,32,145,177,,
1527,0,1854,1,1900,246996,FOUNDATION REPLACEMENT,FOUNDATION,8/24/14,9/16/14,TRUE,37667,6/24/15,NULL,23,281,304,,
1532,0,1753,1,1965,499314,BRACE GARAGE WALL / SHEAR TRANSFER AT FRONT OF HOUSE,MINOR BUILDING,8/24/14,40435,FALSE,1/27/15,2/25/15,NULL,46,139,185,,
1534,0,5662.8,NULL,1905,48998,REPAIR CRIPPLE WALLS PER ENGINEERED PLANS,NULL,8/24/14,9/16/14,TRUE,10/14/14,1/22/15,NULL,23,128,151,,
1556,0,1079,1,1956,364286,REMOVE AND REPAIR DAMAGED CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,9/15/14,10/30/14,NULL,12,55,67,,
1559,0,22651.2,NULL,NULL,578598,REMOVE SIDING FOR ENGINEER INSPECTION 810-816),NULL,8/24/14,9/16/14,TRUE,9/30/14,10/23/14,NULL,23,37,60,,
1575,0,1458,1,2016,1893644,DEMO SINGLE FAMILY DWELLING,DEMOLITION,8/24/14,39947,FALSE,38245,4/17/15,NULL,12,224,236,,
1577,0,176854,1,NULL,7366894,REPAIR GASLINE,PLUMBING,8/24/14,39947,FALSE,40161,9/15/14,NULL,12,10,22,,
1580,0,1077,1,1928,544091,REMOVE DAMAGED CHIMNEY & PLASTER INTERIOR TO LOOK AT DAMAGE,FIREPLACE,8/24/14,9/25/14,TRUE,1/13/15,2/17/16,NULL,32,510,542,,
1581,0,6969.6,NULL,1928,255248,REMOVE DAMAGED CHIMNEY & PLASTER INTERIOR TO LOOK AT DAMAGE,NULL,8/24/14,9/29/14,TRUE,1/13/15,2/17/16,NULL,36,506,542,,
1591,2,25531,1,1963,4886823,REPAIR CRACK IN LAUNDRY ROOM WALL,MINOR BUILDING,8/24/14,40465,FALSE,11/24/14,12/22/14,NULL,47,73,120,,
1596,0,1083,1,1963,488988,REPAIR GROUT IN MASONRY CHIMNEY,FIREPLACE,8/24/14,40251,FALSE,40496,10/15/14,NULL,40,12,52,,
1598,0,1614,1,1950,378889,REPAIR FIREPLACE / CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,1/23/15,7/20/15,NULL,12,318,330,,
1610,0,9583.2,1,NULL,302621,DEMO MASONRY WALL BETWEEN PROPERTIES,MINOR BUILDING,8/24/14,9/17/14,TRUE,40282,4/14/15,NULL,24,209,233,,
1621,0,1198,1,1964,133966,REBUILD MASONRY CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,38975,7/29/15,NULL,12,327,339,,
1623,0,11761.2,1,NULL,931749,SISTER CANTILEVER AT WALKWAY PER ENG SPECS,MINOR BUILDING,8/24/14,39947,FALSE,40282,2/23/15,NULL,12,171,183,,
1624,0,11761.2,NULL,NULL,715921,SISTER CANTILEVER AT WALKWAY PER ENG SPECS,NULL,8/24/14,9/23/14,TRUE,40282,2/23/15,NULL,30,153,183,,
1625,0,5662.8,1,NULL,208736,NULL,NULL,8/24/14,39947,FALSE,7/30/15,8/26/15,NULL,12,355,367,,
1632,0,1408,1,1956,600000,CAP AND SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,9/15/14,10/24/14,NULL,12,49,61,,
1641,0,1307,1,1904,365106,REMOVE DAMAGED CHIMNEY/INSTALL GAS METER,FOUNDATION,8/24/14,39947,FALSE,39917,9/16/14,NULL,12,11,23,,
1642,0,136778,NULL,NULL,NULL,NULL,NULL,8/24/14,39947,FALSE,10/16/15,11/25/15,NULL,12,446,458,,
1651,0,1072,1,1940,494518,REMOVE CHIMNEY DOWN TO SHOULDERS AND REPAIR PER CITY OF NAPA,FIREPLACE,8/24/14,39947,FALSE,9/29/14,10/24/14,NULL,12,49,61,,
1652,0,1063,1,1959,162537,REPAIR BRICK WORK AND DAMAGED CHIMNEY.,MINOR BUILDING,8/24/14,39947,FALSE,9/15/14,9/24/14,NULL,12,19,31,,
1655,0,920,1,1937,304614,DEMO ABANDONED CHIMNEY REPAIR ROOF,FIREPLACE,8/24/14,39947,FALSE,10/13/14,10/27/14,NULL,12,52,64,,
1667,0,1915,1,1968,615415,RES - CHIMNEY REPAIR,FIREPLACE,8/24/14,39947,FALSE,12/16/14,6/30/15,NULL,12,298,310,,
1697,0,1002,1,1938,30085,REBUILD DESTROYED BRICK CHIMNEY W/GAS INSERT AND LAP SIDING,FIREPLACE,8/24/14,40131,FALSE,37726,3/16/15,NULL,18,186,204,,
1705,0,1478,1,1979,238009,REPAIR JAMMED GARAGE WALK IN DOOR AND FRAME,MINOR BUILDING,8/24/14,9/29/14,TRUE,40465,11/14/14,NULL,36,46,82,,
1716,0,20037.6,1,NULL,693446,COM - NAPA VALLEY FOOD BANK REPAIRS,COM REMODEL,8/24/14,39947,FALSE,40343,10/24/14,NULL,12,49,61,,
1731,0,1645,1,1937,273992,"RES - REPAIR CHIMNEY 48\\"" FROM ROOF LINE W/BRICK AS ORIGINAL\\""",FIREPLACE,8/24/14,39947,FALSE,10/23/14,10/27/14,NULL,12,52,64,,
1744,0,20037.6,NULL,NULL,471111,COM - NAPA VALLEY FOOD BANK REPAIRS,NULL,8/24/14,40070,FALSE,40343,10/24/14,NULL,16,45,61,,
1745,0,15681.6,1,NULL,767068,T.I SUNSWEET CABINETRY 4,160 SQ FT,8/24/14,COM REMODEL,TRUE,39947,11/21/14,NULL,,,89,,
1758,0,1097,1,1941,302169,FIREPLACE CAP AND SEAL,FIREPLACE,8/24/14,39947,FALSE,9/22/14,10/16/14,NULL,12,41,53,,
1767,0,1898,1,1945,110738,REBUILD MASONRY FIREPLACE AT THE SHOULDER,FIREPLACE,8/24/14,9/23/14,TRUE,11/17/14,12/17/14,NULL,30,85,115,,
1769,1,1491,1,2001,555000,REMOVE & PELACE DAMAGED SOLE PLATE IN GARAGE REAR WALL,MINOR BUILDING,8/24/14,39947,FALSE,10/17/14,12/16/14,NULL,12,102,114,,
1798,0,1252,1,NULL,450254,REBUILD MASONARY CHIMNEY PER NAPA HANDOUT,FIREPLACE,8/24/14,39947,FALSE,10/15/14,11/18/14,NULL,12,74,86,,
1804,0,1429,1,1945,668219,TAKE STACK DOWN TO INSTALL CHIMNEY ANCHOR - REBUILD TO CODE,FIREPLACE,8/24/14,39947,FALSE,3/19/15,4/16/15,NULL,12,223,235,,
1811,0,3222,1,1904,560000,REPLACE FOUNDATION COTTAGE,FOUNDATION,8/24/14,9/16/14,TRUE,8/14/15,4/27/18,NULL,23,1319,1342,,
1835,0,1261,1,1959,506508,CAP AND SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,9/15/14,10/13/16,NULL,12,769,781,,
1836,0,1850,1,1958,290602,RES - REPAIR FIREPLACE PER CITY HANDOUT SECTION A,FIREPLACE,8/24/14,39947,FALSE,40161,8/20/15,NULL,12,349,361,,
1837,0,6098.4,NULL,1958,156693,RES - REPAIR FIREPLACE PER CITY HANDOUT SECTION A,NULL,8/24/14,39947,FALSE,40161,8/20/15,NULL,12,349,361,,
1838,0,6098.4,NULL,1958,156693,RES - REPAIR FIREPLACE PER CITY HANDOUT SECTION A,NULL,8/24/14,39947,FALSE,40161,8/20/15,NULL,12,349,361,,
1841,0,1261,1,1959,113106,REMOVE AND REPLACE CHIMNEY,FIREPLACE,8/24/14,40039,FALSE,41135,12/17/14,NULL,15,100,115,,
1847,0,1675,1,1966,440778,RE-ROOF COMP NEW PLY); CAP & SEAL CHIMNEY,RES REROOF,8/24/14,39947,FALSE,1/28/15,7/22/16,NULL,12,686,698,,
1854,0,1470,1,1972,477685,REBUILD DAMAGED CHIMNEY W/WOOD CHASE DURAVENT PIPES,FIREPLACE,8/24/14,9/18/14,TRUE,11/14/14,11/25/14,NULL,25,68,93,,
1858,0,8712,1,NULL,247007,RES - REPAIR FIREPLACE PER CITY HANDOUT SECTION A,FIREPLACE,8/24/14,39947,FALSE,40161,8/20/15,NULL,12,349,361,,
1859,0,8712,NULL,NULL,75255,REPAIR & RETROFIT DAMAGE FACADE,MINOR BUILDING,8/24/14,40251,FALSE,10/30/14,10/26/15,NULL,40,388,428,,
1862,0,6534,1,NULL,106174,RES REMODEL - INSTALL ANCHOR BOLTS/SHEAR PONY WALLS/BASEMENT,RES REMODEL,8/24/14,39947,FALSE,39886,12/22/14,NULL,12,108,120,,
1882,0,1599,1,1947,354948,1930REBUILD CHIMNEY AT ROOFLINE,FIREPLACE,8/24/14,39947,FALSE,39917,1/22/15,NULL,12,139,151,,
1883,2,1917,1,2000,508403,ROOF & WALL REPAIRS DUE TO FALLING CHIMNEY,RES REROOF,8/24/14,39947,FALSE,39947,9/15/14,NULL,12,10,22,,
1884,0,1410,1,1948,57404,REBUILD MASONRY CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40100,11/13/14,NULL,12,69,81,,
1887,2,19600,1,1884,5605018,EARTHQUAKE REPAIRS, WALL BRACING,8/24/14,COM REMODEL,TRUE,39947,9/16/14,NULL,,,23,,
1915,0,1972,1,1948,792776,RES - REMOVE CHIMNEY TO SHOULDER/REBUILD WD CHASE/GAS INSERT,FIREPLACE,8/24/14,39947,FALSE,10/22/14,11/21/14,NULL,12,77,89,,
1921,0,1376,1,1900,653301,FOUNDATION REPAIR & SHEER WALL RETROFIT; REBUILD WOOD CHASE,RES REMODEL,8/24/14,39947,FALSE,38032,11/24/15,NULL,12,445,457,,
1922,0,1599,1,1910,306882,REPLACE FOUNDATION,FOUNDATION,8/24/14,40039,FALSE,10/23/14,7/31/15,NULL,15,326,341,,
1924,0,3402,1,1900,1045792,CAP & SEAL COLLAPSED CHIMNEY; PLASTER, DRYWALL & INSULATION,8/24/14,MINOR BUILDING,TRUE,39947,12/18/14,NULL,,,116,,
1925,2,2376,1,1901,836231,FOUNDATION REPAIR AND REPLACE PORTIONS OF SIDING,FOUNDATION,8/24/14,39947,FALSE,2/27/15,9/16/15,NULL,12,376,388,,
1947,0,53578.8,NULL,2009,37839990,COM TI - ANDAZ HOTEL INTERIOR/EXTERIOR REPAIR),NULL,8/24/14,39947,FALSE,40830,2/20/15,NULL,12,168,180,,
1948,0,53578.8,NULL,2009,37839990,COM TI - ANDAZ HOTEL INTERIOR/EXTERIOR REPAIR),NULL,8/24/14,39947,FALSE,40830,2/20/15,NULL,12,168,180,,
1960,0,1365,1,1962,397121,CAP & SEAL CHIMNEY,FIREPLACE,8/24/14,9/17/14,TRUE,10/17/14,4/27/15,NULL,24,222,246,,
1970,0,1348,1,1938,195764,REPAIR DAMAGED CHIMNEY W/WOOD & WOOD SIDING CHASE INSTALL,FIREPLACE,8/24/14,39947,FALSE,40891,1/16/15,NULL,12,133,145,,
1971,0,6969.6,NULL,1938,115558,REPAIR DAMAGED CHIMNEY W/WOOD & WOOD SIDING CHASE INSTALL,NULL,8/24/14,9/24/14,TRUE,40891,1/16/15,NULL,31,114,145,,
1972,0,1886,1,1939,273754,NULL,NULL,8/24/14,39947,FALSE,40193,10/19/15,NULL,12,409,421,,
1973,0,1809,1,1939,1110780,REBUILD CHIMNEY,FIREPLACE,8/24/14,40373,FALSE,5/20/15,9/24/15,NULL,44,352,396,,
1987,0,1341,1,1937,213467,PATCH ROOF AT CHIMNEY, CAP & SEAL FIREPLACE,8/24/14,FIREPLACE,TRUE,39947,9/23/14,9/25/14,,,30,,
1990,0,1024,1,1935,588337,REPAIR DAMAGED CHIMNEY SHOULDER),FIREPLACE,8/24/14,39947,FALSE,39947,3/13/15,NULL,12,189,201,,
1993,0,1375,1,1941,511091,REMOVE FIREPLACE FRAME PATCH SEAL AND STUCCO,FIREPLACE,8/24/14,39947,FALSE,9/15/14,10/15/14,NULL,12,40,52,,
1996,0,1316,1,1923,461649,DEMO DAMAGED GARAGE AND REBUILD,GARAGE CARPORT,8/24/14,39947,FALSE,37149,5/22/15,NULL,12,259,271,,
1998,0,845,1,1900,223695,ABANDON FIREPLACE REPAIR OPENING PER ATTACHED PLANS,FIREPLACE,8/24/14,39947,FALSE,9/15/14,9/24/14,NULL,12,19,31,,
2005,0,1957,1,1925,58111,REPLACE FOUNDATION,FOUNDATION,8/24/14,39947,FALSE,3/30/15,4/19/16,NULL,12,592,604,,
2006,0,2790,1,1979,289447,COM - REPAIR STUCCO WALL,MINOR BUILDING,8/24/14,39947,FALSE,10/22/14,11/21/14,NULL,12,77,89,,
2008,2,3116,1,1985,1134794,DEMO CHIMNEY REBUILD & ANCHOR & REBUILD PER CITY SPECS,FIREPLACE,8/24/14,40039,FALSE,40343,11/26/14,NULL,15,79,94,,
2028,0,2143,1,1866,846678,FOUNDATION REPLACEMENT,FOUNDATION,8/24/14,39947,FALSE,39917,10/30/14,NULL,12,55,67,,
2056,0,2169,1,1975,348702,RETRO FIT MASONRY CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,38183,4/16/15,NULL,12,223,235,,
2066,0,1742.4,1,NULL,4137658,NULL,NULL,8/24/14,39947,FALSE,7/27/15,9/29/15,NULL,12,389,401,,
2099,0,1080,1,1963,439570,CAP AND SEAL DAMAGE CHIMNEY,FIREPLACE,8/24/14,40039,FALSE,4/22/15,4/28/15,NULL,15,232,247,,
2100,0,1348,1,1968,378774,REPAIR DAMAGED CHIMNEY PER CITY OF NAPA HANDOUT.,FIREPLACE,8/24/14,9/17/14,TRUE,9/27/14,5/22/15,NULL,24,247,271,,
2102,0,1348,1,1967,462529,REPAIR / REPLACE DAMAGED CHIMNEY,FIREPLACE,8/24/14,9/17/14,TRUE,39917,11/25/14,NULL,24,69,93,,
2106,0,1469,1,1969,499351,CRACKS AROUND CHIMNEY, SMALL FOUNDATION CRACK,8/24/14,FIREPLACE,TRUE,40404,2/26/15,3/23/15,,,186,,
2119,0,775,1,1955,239126,RES - CHIMNEY REPAIR,FIREPLACE,8/24/14,39947,FALSE,39858,5/25/15,NULL,12,262,274,,
2137,0,1348,1,1969,350292,GASLINE TO F/P OFF METER & COOK STOVE, INSERT,8/24/14,OUTLET,TRUE,FIREPLACE,9/17/14,5/19/15,,,24,,
2138,0,1348,1,1969,589700,REPAIR DAMAGED MASONARY CHIMNEY PER CITY OF NAPA HANDOUT,FIREPLACE,8/24/14,9/17/14,TRUE,40373,10/20/14,NULL,24,33,57,,
2143,0,1540,1,1920,325018,REBUILD FIREPLACE & CHIMNEY WITH WOOD CONST. & BRICK VEENER,FIREPLACE,8/24/14,39947,FALSE,9/26/14,12/30/14,NULL,12,116,128,,
2144,0,7405.2,NULL,NULL,1545468,REBUILD FIREPLACE & CHIMNEY WITH WOOD CONST. & BRICK VEENER,NULL,8/24/14,39947,FALSE,9/26/14,12/30/14,NULL,12,116,128,,
2145,0,3360,1,1900,339000,RES - EARTHQUAKE DAMAGE REPAIR,RES REMODEL,8/24/14,39947,FALSE,37118,5/27/15,NULL,12,264,276,,
2187,0,22215.6,1,NULL,238587,SEISMIC REPAIRS & VOLUNTARY STERNGTHENING,COM REMODEL,8/24/14,39947,FALSE,3/16/15,9/18/15,NULL,12,378,390,,
2192,0,14810.4,1,NULL,1390525,NULL,NULL,8/24/14,39947,FALSE,10/14/14,4/21/15,NULL,12,228,240,,
2214,0,1413,1,1950,399555,BUILD METAL CHASE 4\\ HIGH WITH GAS INSERT,FIREPLACE,8/24/14,39947,FALSE,12/16/14,3/16/15,NULL,12,192,204,,
2217,0,1186,1,1973,594146,REMOVE TWO BRICK COLUMNS ON FRONT PORCH NON STRUCTURAL,MINOR BUILDING,8/24/14,39947,FALSE,10/13/14,10/15/14,NULL,12,40,52,,
2221,0,2142,1,1980,213692,REPAIR MASONRY CHIMNEY PER NAPA CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,40647,11/21/14,NULL,12,77,89,,
2257,0,2669,1,1929,890000,SEAL AND CAP DAMAGED CHIMNEY 1 FLUTE TO BE LEFT OPEN,FIREPLACE,8/24/14,39947,FALSE,10/31/14,5/22/15,NULL,12,259,271,,
2260,0,2004,1,1972,815435,RETRO-FIT FIREPLACE; GAS INSERT,FIREPLACE,8/24/14,39947,FALSE,4/15/15,8/28/15,NULL,12,357,369,,
2266,0,1187,1,1948,88034,DEMO CAP AND SEAL DAMAGED CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40070,9/24/14,NULL,12,19,31,,
2273,0,1571,1,1946,326602,REMOVE DAMAGED CHIMNEY-INSTALL GAS INSERT/ELEC,FIREPLACE,8/24/14,9/23/14,TRUE,38275,6/24/15,NULL,30,274,304,,
2276,3,28854,1,2001,8700805,COM- RECONSTRUCT NORTH EXTERIOR WALL,MINOR BUILDING,8/24/14,39947,FALSE,40343,11/18/14,NULL,12,74,86,,
2280,0,12350,1,1890,2920000,NULL,NULL,8/24/14,39947,FALSE,38671,5/18/15,NULL,12,255,267,,
2304,0,1560,1,1973,91988,TEAR DOWN FIREPLACE/NEW WOOD CHASE/GASLINE/REBUILD,FIREPLACE,8/24/14,39947,FALSE,1/22/15,2/18/15,NULL,12,166,178,,
2331,0,100624,1,NULL,3143136,REPAIR DAMAGED CEILING NON-STRUCTURAL,MINOR BUILDING,8/24/14,39947,FALSE,10/13/14,10/30/14,NULL,12,55,67,,
2346,0,13727,1,1882,22335,REPAIR EXSITING FACADE REPLACE STONES AND ROOF,MINOR BUILDING,8/24/14,39947,FALSE,40131,10/29/14,NULL,12,54,66,,
2357,0,5662.8,1,NULL,59746,REPLACE FOUNDATION/REROUTE GAS LINE TO 2ND UNIT,FOUNDATION,8/24/14,39947,FALSE,10/15/14,12/17/14,NULL,12,103,115,,
2359,0,6534,NULL,1972,325106,RETRO-FIT FIREPLACE; GAS INSERT,NULL,8/24/14,9/23/14,TRUE,4/15/15,8/28/15,NULL,30,339,369,,
2371,0,1659,1,1981,373741,DEMO TOSHOULDER BOND BEAM DURAVENT PIPE FRAME STUCCO,FIREPLACE,8/24/14,40131,FALSE,10/15/14,11/25/14,NULL,18,75,93,,
2388,0,868,1,1935,492000,RES - CAP AND SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,10/24/14,11/20/14,NULL,12,76,88,,
2392,0,1758,1,1969,592088,REBUILD CHIMNEY W/WOOD FRAME CONCRETE,FIREPLACE,8/24/14,9/23/14,TRUE,40891,11/14/14,NULL,30,52,82,,
2397,0,1053,1,1952,532684,NULL,NULL,8/24/14,39947,FALSE,37668,3/23/16,NULL,12,565,577,,
2398,0,1317,1,1952,439165,CAP AND SEAL CHIMNEY PER CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,9/15/14,7/15/15,NULL,12,313,325,,
2399,0,1053,1,1952,41826,REMOVE CHIMNEY TO ROOFLINE/FLUE PIPE AND NEW WOOD CHASE,FIREPLACE,8/24/14,39947,FALSE,38032,4/13/15,NULL,12,220,232,,
2406,0,2012,1,1961,77653,REBUILD MASONRY CHIMNEY PER HANDOUT,FIREPLACE,8/24/14,39947,FALSE,11/18/14,3/31/15,NULL,12,207,219,,
2441,0,1193,1,1916,152432,2 RED BRICK CHIMNEYS BROKE AT THE TOP/REPAIR,FIREPLACE,8/24/14,39947,FALSE,5/18/15,10/29/15,NULL,12,419,431,,
2446,0,2758,1,1910,749737,REBUILD MASONARY CHIMNEY FROM THE ROOF LINE UP AND REPLACE,FIREPLACE,8/24/14,9/17/14,TRUE,10/13/14,10/23/14,NULL,24,36,60,,
2455,0,1267,1,1959,561815,REPAIR EXISTING CHIMNEY PER CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,40373,10/14/14,NULL,12,39,51,,
2459,0,1333,1,1937,197344,REBUILD MASONARY FIREPLACE REBUILD PER CITY OF NAPA HANDOUT,FIREPLACE,8/24/14,39947,FALSE,40465,4/24/15,NULL,12,231,243,,
2473,0,994,1,1950,52385,REBUILD MASONRY CHIMNEY BELOW ROOF LLINE,FIREPLACE,8/24/14,39947,FALSE,37361,2/20/15,NULL,12,168,180,,
2483,0,1104,1,2015,58122,RES - RENOVATION TO EXISTING GUEST HOUSE,RES REMODEL,8/24/14,39947,FALSE,10/14/14,10/30/14,NULL,12,55,67,,
2491,0,3034,1,NULL,653117,REBUILD CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,39947,10/23/15,NULL,12,413,425,,
2492,0,15246,NULL,NULL,353307,REBUILD CHIMNEY,NULL,8/24/14,39947,FALSE,39947,10/23/15,NULL,12,413,425,,
2493,1,1014,1,1936,550000,RES - REPAIR ROOF TRUSSES,MINOR BUILDING,8/24/14,9/18/14,TRUE,40953,9/29/15,NULL,25,376,401,,
2513,0,1196,1,1900,17741,NULL,NULL,8/24/14,39947,FALSE,40070,10/24/14,NULL,12,49,61,,
2530,0,9600,1,1924,1971031,COM - EARTHQUAKE REPAIR TO WELLS FARGO,COM REMODEL,8/24/14,39947,FALSE,9/25/14,4/30/15,NULL,12,237,249,,
2537,0,1654,1,1904,569440,REPLACE FOUNDATION, FRONT STEPS,8/24/14, AS NEEDED PER PLANS,FALSE,FOUNDATION,9/17/14,38975,,,24,,
2577,0,1232,1,1982,297878,REBUILD DAMAGED CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40070,10/30/14,NULL,12,55,67,,
2578,0,1232,1,1982,205804,REMOVE AND REPLACE DAMAGED MASONARY CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40435,10/17/14,NULL,12,42,54,,
2601,0,1197,1,1918,723077,RES - TEAR DOWN CHIMNEY AND REPLACE,FIREPLACE,8/24/14,39947,FALSE,41013,2/17/15,NULL,12,165,177,,
2609,0,896,1,1918,351680,REPLACE FLUTE IN GAS CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40131,9/30/14,NULL,12,25,37,,
