BuildingID,NoStories,FlArea,NoUnits,ConstYear,BuildVal,PermitDesc,PermitType,DateEvent,DateApplied,CheckDate,DateRecvd,DateFinaled,DateExpired,TimetoApply,RepairTime,TimetoFinal,,
2614,0,1082,1,1904,432970,FOUNDATION REPLACEMENT,FOUNDATION,8/24/14,39947,FALSE,2/20/15,5/29/15,NULL,12,266,278,,
2615,0,1194,1,1915,609983,FOUNDATION REPLACEMENT,FOUNDATION,8/24/14,39947,FALSE,41166,7/22/15,NULL,12,320,332,,
2625,0,1197,1,1967,86687,NULL,NULL,8/24/14,39947,FALSE,9/15/14,9/22/14,NULL,12,17,29,,
2632,0,13503.6,1,NULL,527155,SEISMIC REPAIRS TO CARPORT,GARAGE CARPORT,8/24/14,39947,FALSE,11/17/14,2/18/15,NULL,12,166,178,,
2636,0,1218,1,1959,61517,REMOVE DAMAGED CHIMNEY TO ROOF REINSERT METAL PIPING,FIREPLACE,8/24/14,39947,FALSE,9/17/14,10/30/14,NULL,12,55,67,,
2643,0,1626,1,1956,63322,REPLACE FAILED BEAMS IN SHED RAFTERS),MINOR BUILDING,8/24/14,9/23/14,TRUE,40343,10/16/14,NULL,30,23,53,,
2645,0,25700.4,NULL,1972,371280,REPLACE EXTERIOR WINDOWS AND DOORS REPAIR STUCCO CRACKS,WINDOWS DOORS,8/24/14,40404,FALSE,40373,10/20/14,NULL,45,12,57,,
2656,0,1529,1,1946,671500,MASONRY CHIMNEY - SAME AS EXISTING,FIREPLACE,8/24/14,39947,FALSE,38275,5/18/15,NULL,12,255,267,,
2660,0,1217,1,1941,288869,CAP AND SEAL PER CITY PLANS,FIREPLACE,8/24/14,39947,FALSE,40677,12/18/14,NULL,12,104,116,,
2662,0,1172,1,1948,53730,NULL,NULL,8/24/14,39947,FALSE,11/23/15,11/25/15,NULL,12,446,458,,
2666,0,1140,1,1955,514153,CAP AND SEAL DAMAGED FIREPLACE,FIREPLACE,8/24/14,40223,FALSE,38061,9/28/15,NULL,39,361,400,,
2671,0,1491,1,1955,486010,TAKE F/P STACK DOWN AND REBUILD AS PER NAPA CODE,FIREPLACE,8/24/14,39947,FALSE,3/23/15,4/17/15,NULL,12,224,236,,
2679,0,1667,1,1984,638047,DEMO CHIMNEY AT ROOF AND CAP & SEAL,FIREPLACE,8/24/14,39947,FALSE,9/23/14,5/14/15,NULL,12,251,263,,
2690,0,1604,1,1976,342633,RES - UNDERPIN THE FOUNDATION TO LEVEL THE FLOOR,FOUNDATION,8/24/14,39947,FALSE,41257,3/13/15,NULL,12,189,201,,
2702,3,437778,NULL,NULL,63059835,REPLACE WATER DAMAGED DRYWALL BLDG 8,MINOR BUILDING,8/24/14,9/17/14,TRUE,40223,11/25/14,NULL,24,69,93,,
2737,0,7405.2,1,NULL,313340,REPAIR / REPLACE GAS LINE,PLUMBING,8/24/14,39947,FALSE,10/20/14,10/30/14,NULL,12,55,67,,
2747,0,9147.6,1,NULL,192691,REPAIR MASONRY ARCH,MINOR BUILDING,8/24/14,39947,FALSE,11/14/14,12/19/14,NULL,12,105,117,,
2748,2,3606,1,1953,19246,DEMO DAMAGED CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,9/26/14,4/15/15,NULL,12,222,234,,
2753,0,1300,1,1958,700396,RETROFIT FIREPLACE FROM ATTIC UP/INSTALL GAS INSERT,FIREPLACE,8/24/14,39947,FALSE,37879,5/15/15,NULL,12,252,264,,
2757,0,6534,1,NULL,260347,REPAIR CHIMNEY ABOVE ROOF WITH NEW WOOD CHASE,FIREPLACE,8/24/14,39947,FALSE,9/16/14,10/28/14,NULL,12,53,65,,
2767,0,1477,1,1966,476375,NULL,NULL,8/24/14,39947,FALSE,10/26/15,10/28/15,NULL,12,418,430,,
2778,0,1220,1,1943,43804,RETROFIT FIREPLACE,FIREPLACE,8/24/14,39947,FALSE,11/13/14,1/22/15,NULL,12,139,151,,
2788,0,1232,1,1982,167249,REMOVE AND REPAIR DAMAGED MASONARY CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40435,10/28/14,NULL,12,53,65,,
2793,0,1232,1,1982,497400,REPAIR DAMAGED MASONRY CHIMNEY PER CITY OF NAPA PLANS,FIREPLACE,8/24/14,39947,FALSE,10/31/14,11/14/14,NULL,12,70,82,,
2796,0,1456,1,1940,145159,NULL,NULL,8/24/14,39947,FALSE,7/29/15,9/16/15,NULL,12,376,388,,
2797,0,2285,1,1900,816000,STUCCO REPAIR/INSPECT FOUNDATION, REMOVE AND REPLACE STUCCO,8/24/14,FOUNDATION,TRUE,39947,12/19/14,37118,,,117,,
2798,0,2918,1,1918,1325447,CHIMNEY REPAIR,FIREPLACE,8/24/14,39947,FALSE,37756,4/27/15,NULL,12,234,246,,
2814,0,1066,1,1940,158683,SHORTEN WOODEN CHASE AND GAS INSERT ABOVE ROOF,FIREPLACE,8/24/14,9/23/14,TRUE,9/25/14,11/19/14,NULL,30,57,87,,
2833,0,6969.6,NULL,1911,464000,CAP & SEAL DAMAGED CHIMNEY,FIREPLACE,8/24/14,40373,FALSE,10/20/14,10/21/14,NULL,44,14,58,,
2840,0,1120,1,1900,45344,REPLACE FOUNDATION,RES ADDITION,8/24/14,39947,FALSE,3/18/15,10/13/15,NULL,12,403,415,,
2841,0,7405.2,NULL,1900,24154,REPLACE FOUNDATION,NULL,8/24/14,39947,FALSE,3/18/15,10/13/15,NULL,12,403,415,,
2842,0,7405.2,NULL,1900,24154,REPLACE FOUNDATION,NULL,8/24/14,39947,FALSE,3/18/15,10/13/15,NULL,12,403,415,,
2843,0,7405.2,NULL,1900,24154,REPLACE FOUNDATION,NULL,8/24/14,9/17/14,TRUE,3/18/15,10/13/15,NULL,24,391,415,,
2851,0,1366,1,1948,404954,REBUILD MASONRY CHIMNEY AT ROOF; STUCCO FINISH,FIREPLACE,8/24/14,40223,FALSE,41196,3/18/15,NULL,39,167,206,,
2853,0,1172,1,1950,240093,REBUILD MASONRY CHIMNEY AT ROOF; STUCCO FINISH,FIREPLACE,8/24/14,39947,FALSE,41196,3/18/15,NULL,12,194,206,,
2855,0,1190,1,1941,50176,REBUILD MASONARY CHIMNEY PER CITY OF NAPA HANDOUT,FIREPLACE,8/24/14,39947,FALSE,40465,1/16/15,NULL,12,133,145,,
2856,0,1989,1,1942,325254,RETRO-FIT MASONRY CHIMENY WITH FACTORY-BUILT METAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40070,12/30/14,NULL,12,116,128,,
2865,0,1243,1,1956,74184,RES - CAP OFF CHIMNEY AND INTERIOR BBQ,FIREPLACE,8/24/14,39947,FALSE,11/24/14,11/26/14,NULL,12,82,94,,
2874,0,2118,1,1975,118252,REBUILD DAMAGED CHIMNEY W/WOOD CHASE RETROFIT DURAVENT PIPE,FIREPLACE,8/24/14,39947,FALSE,10/13/14,11/13/14,NULL,12,69,81,,
2875,0,1454,1,1975,107643,RES - CHIMNEY REPAIR,FIREPLACE,8/24/14,39947,FALSE,39886,11/13/14,NULL,12,69,81,,
2885,0,1240,1,1935,216132,R/R BRICKS TOSHOULDER WOOD FRAME STUCCO/ EXISTING INSERT,FIREPLACE,8/24/14,39947,FALSE,40161,10/14/14,NULL,12,39,51,,
2890,0,10018.8,1,NULL,200864,SEISMIC SUSPENDED CEILING,MINOR BUILDING,8/24/14,39947,FALSE,37118,1/29/15,NULL,12,146,158,,
2897,0,2307,1,1976,565436,REMOVE BRICK CHIMNEY/WOOD CHASE/VENTING/REAR SIDING,FIREPLACE,8/24/14,39947,FALSE,1/28/15,3/17/15,NULL,12,193,205,,
2916,0,2080,1,1976,239261,REMOVE CHIMNEY & FIREPLACE SEAL PER HANDOUT,FIREPLACE,8/24/14,39947,FALSE,40131,3/20/15,NULL,12,196,208,,
2923,0,1845,1,1975,743885,ABANDON 1 FIREPLACE AND CAP AND SEAL 2. REMOVE CHIMNEY ADD P,MINOR BUILDING,8/24/14,39947,FALSE,9/25/14,3/23/15,NULL,12,199,211,,
2930,0,1099,1,1900,23789,RETROFIT FOUNDATION BOLTS PER PLAN SHEARWALL TO CRIPPLEWALL,MINOR BUILDING,8/24/14,39947,FALSE,10/30/14,11/25/14,NULL,12,81,93,,
2940,0,9583.2,NULL,1974,143948,ROOF REPAIR/FRONT ROOM WALLS/DRY-WALL/STUCCO/PLY/ chimney,NULL,8/24/14,39947,FALSE,40161,3/23/15,NULL,12,199,211,,
2941,0,9583.2,NULL,1974,143948,ROOF REPAIR/FRONT ROOM WALLS/DRY-WALL/STUCCO/PLY/ chimney,NULL,8/24/14,39947,FALSE,40161,3/23/15,NULL,12,199,211,,
2950,0,1454,1,1975,209750,DEMO MASONRY FIREPLACE; INSTALL GAS INSERT,FIREPLACE,8/24/14,39947,FALSE,10/24/14,7/16/15,NULL,12,314,326,,
2951,0,2080,1,1975,223292,REPAIR DAMAGED CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40161,9/17/14,NULL,12,12,24,,
2952,0,2118,1,1975,116820,REPLACE MASONRY CHIMNEY ABOVE THE ROOF LINE PER CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,40223,10/14/14,NULL,12,39,51,,
2958,0,9147.6,1,NULL,2550,REMOVE BRICKS/SHEET OPENING & SEAL & CAP DAMAGED FIREPLACE.,MINOR BUILDING,8/24/14,39947,FALSE,9/16/14,10/30/14,NULL,12,55,67,,
2959,0,11228,1,1949,3820851,REPLACE DAMAGED PLASTER W SHEETROCK AT PERSENIUM,MINOR BUILDING,8/24/14,39947,FALSE,40131,10/28/14,NULL,12,53,65,,
2962,3,6098.4,NULL,1910,522422,REPAIR PLUMBING & ELECTRICAL PER NEC & CPC,MINOR BUILDING,8/24/14,39947,FALSE,10/29/14,8/31/16,NULL,12,726,738,,
2985,0,18295.2,1,1970,1883643,NULL,NULL,8/24/14,9/23/14,TRUE,40647,12/31/14,NULL,30,99,129,,
3011,0,2992,1,1990,586584,REMOVE & REBUILD MASONRY FIREPLACE,FIREPLACE,8/24/14,39947,FALSE,39858,11/14/14,NULL,12,70,82,,
3013,0,2207,1,1947,872657,REBUILD CHIMNEY BELOW ROOFLINE & REINFORCE PER CITY SPECS,FIREPLACE,8/24/14,9/17/14,TRUE,10/15/14,10/31/14,NULL,24,44,68,,
3019,0,1696,1,1948,130287,REPAIR CHIMNEY & REPLACE W/ SAME PER CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,40343,11/13/14,NULL,12,69,81,,
3021,0,1290,1,1950,566920,REMOVE FIREPLACE AND FILL IN WALL,FIREPLACE,8/24/14,39947,FALSE,40070,3/23/16,NULL,12,565,577,,
3026,0,1271,1,1950,159381,RES - INSTALL FIREPLACE CAP AND BLOCK OFF OPENING INTERIOR),FIREPLACE,8/24/14,40039,FALSE,10/22/14,10/30/14,NULL,15,52,67,,
3051,0,7840.8,NULL,1950,355142,REMOVE FIREPLACE AND FILL IN WALL,NULL,8/24/14,40435,FALSE,40070,3/23/16,NULL,46,531,577,,
3055,0,1666,1,1948,870850,NULL,NULL,8/24/14,39947,FALSE,7/22/15,12/23/15,NULL,12,474,486,,
3056,1,1336,1,1948,486663,REBUILD MASONRY CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,41135,12/23/14,NULL,12,109,121,,
3067,0,8000,1,1900,514746,NULL,NULL,8/24/14,9/17/14,TRUE,39128,7/21/15,NULL,24,307,331,,
3075,0,4238,6,1910,2216444,RES - CHIMNEY DEMO-INSTALL CODE CAP TO FLUE,FIREPLACE,8/24/14,39947,FALSE,39947,3/19/15,NULL,12,195,207,,
3077,3,6098.4,NULL,1910,522422,EARTHQUAKE RETRO FIT GROUND FLOOR REPAIR PLASTER & SHEETROC; REPAIR PLUMBING & ELECTRICAL PER NEC & CPC,NULL,8/24/14,39947,FALSE,40192,8/31/16,NULL,12,726,738,,
3078,0,1525,1,1910,1938000,REPLACE FOUNDATION,FOUNDATION,8/24/14,39947,FALSE,40223,3/27/15,NULL,12,203,215,,
3085,0,67953.6,1,NULL,2494527,REPAIR FRONT ENTRANCE AWNING,MINOR BUILDING,8/24/14,9/17/14,TRUE,40404,10/15/14,NULL,24,28,52,,
3092,0,8276.4,NULL,NULL,236115,REPLACE FOUNDATION,NULL,8/24/14,9/18/14,TRUE,40223,3/27/15,NULL,25,190,215,,
3096,0,1416,1,1955,306882,CAP & SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,9/29/14,10/22/14,NULL,12,47,59,,
3097,0,8712,NULL,1955,171965,CAP & SEAL CHIMNEY,NULL,8/24/14,39947,FALSE,9/29/14,10/22/14,NULL,12,47,59,,
3101,0,1066,1,1964,53489,REMOVE CHIMNEY,FIREPLACE,8/24/14,9/18/14,TRUE,12/19/14,3/17/15,NULL,25,180,205,,
3103,0,1416,1,1954,72740,DEMO EXISTING CHIMNEY REFRAME WALL AND STUCCO TO MATCH EXIST,MINOR BUILDING,8/24/14,39947,FALSE,9/22/14,10/24/14,NULL,12,49,61,,
3106,0,1953,1,1984,253936,REBUILD CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,2/13/15,9/22/16,NULL,12,748,760,,
3119,0,905,1,1895,450383,CHIMNEY/STRUCTURAL REPAIR/3 WINDOWS/PORCH REPAIR,MINOR BUILDING,8/24/14,39947,FALSE,4/21/15,9/16/15,NULL,12,376,388,,
3140,0,1208,1,1936,268040,RES - REMOVE CHIMNEY FROM ROOF,FIREPLACE,8/24/14,39947,FALSE,9/18/14,1/13/15,NULL,12,130,142,,
3181,0,2692,1,1983,1524900,REMOVE EXIST CHIMNEY, FRAM & CONST BUILT-IN GAS FIREPLACE,8/24/14,FIREPLACE,TRUE,39947,9/15/14,40830,,,22,,
3186,0,1316,1,1948,476375,CAP AN SEAL CHIMNEY PER NAPA CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,9/22/14,3/16/15,NULL,12,192,204,,
3196,0,1883,1,1965,341526,REMOVE FIREPLACE, INSTALL DIRECT VENT UNIT,8/24/14,FIREPLACE,TRUE,9/17/14,11/25/14,4/24/15,,,93,,
3200,0,980,1,1929,245312,DEMO CHIMNEY TO ROOF LINE CAP & SEAL PER CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,40404,10/20/14,NULL,12,45,57,,
3201,0,8712,1,NULL,213082,FOUNDATION REPLACEMENT; REPLACE STAIRCASE; REBLD CHIMNEY,FOUNDATION,8/24/14,39947,FALSE,39858,3/18/15,NULL,12,194,206,,
3204,0,1614,1,1927,377067,REMOVE DAMAGED FIREPLACE, CAP AND SEAL,8/24/14,FIREPLACE,TRUE,39947,9/13/14,NULL,,,20,,
3205,0,1989,1,1978,296564,REPAIR CHIMNEY, INSTALL STRAP AND REBAR,8/24/14,FIREPLACE,TRUE,9/17/14,4/13/15,NULL,,,232,,
3206,0,2159,1,1983,792686,INSTALL DIRECT VENT PIPE & REBUILD CHASE,FIREPLACE,8/24/14,39947,FALSE,12/15/14,1/21/15,NULL,12,138,150,,
3210,0,2164,1,1978,263317,REPAIR INTERIOR PIERS/ FOUNDATION,FOUNDATION,8/24/14,9/23/14,TRUE,10/27/14,10/30/14,NULL,30,37,67,,
3219,0,1414,1,1950,519565,REBUILD MASONRY CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,6/18/15,6/23/15,NULL,12,291,303,,
3221,0,2118,1,1974,769374,MINOR GROUT AND BRICK REPAIR TO LOWER HALF OF CHIMNEY,FIREPLACE,8/24/14,40100,FALSE,10/16/14,11/21/14,NULL,17,72,89,,
3227,0,1991,1,1978,513745,REPLACE MASONRY CHIMNEY WITH DURAVENT PIPE & WOOD CHASE,FIREPLACE,8/24/14,39947,FALSE,10/17/14,11/13/14,NULL,12,69,81,,
3228,0,1825,1,1978,290145,R/R MASONARY CHIMNEY W/PIPE KIT , INSTALL NEW WOOD CHASE. RE,8/24/14,FIREPLACE,TRUE,39947,9/22/14,10/28/14,,,29,,
3242,0,3146,1,2007,942097,REPAIRS TO BATH; ROOF, STUCCO,8/24/14, SHEETROCK AND WINDOW FRAME,FALSE,MINOR BUILDING,9/25/14,40131,,,32,,
3256,2,2190,1,1875,73937,R/R EXISTING STONE ON FRONT OF BLDG AND REINFORCE BLDG,COM SHELL ONLY,8/24/14,39947,FALSE,41196,11/19/15,NULL,12,440,452,,
3270,0,2102,1,1973,682785,REPLACE STUCCO WHERE CHIMNEY WAS REMOVED,STUCCO,8/24/14,40100,FALSE,4/17/15,7/16/15,NULL,17,309,326,,
3273,0,1704,1,1897,74889,REPLACE FOUNDATION; RESTORE PLUMBING & ELEC; SHEET EXT WALLS,FOUNDATION,8/24/14,39947,FALSE,4/20/15,1/28/16,NULL,12,510,522,,
3285,0,1560,1,1973,280493,Re- build chimney per hand out,FIREPLACE,8/24/14,39947,FALSE,9/15/14,4/29/15,NULL,12,236,248,,
3294,0,1414,1,1973,74926,R/REPLACE BROKEN CHIMNEY TO DUAL WALL METAL PIPE WITH WOOD C,FIREPLACE,8/24/14,39947,FALSE,40251,10/17/14,NULL,12,42,54,,
3297,0,2264,1,1973,485393,REMOVE CHIMNEY TO SHOULDER/CAP OUTSIDE/STEEL FRAME/FIREBOX,FIREPLACE,8/24/14,39947,FALSE,10/23/14,10/27/14,NULL,12,52,64,,
3298,0,11761.2,NULL,1973,189720,REMOVE STUCCO, INSTALL ENGINEERING ANCHORS AS PER PLAN SHEER,8/24/14,MINOR BUILDING,TRUE,40131,10/28/14,10/27/14,,,65,,
3300,0,2012,1,1973,770178,CAP AND SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,40435,3/13/15,NULL,12,189,201,,
3301,0,2012,1,1973,795600,RES - RECONSTRUCT CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,39947,10/29/14,NULL,12,54,66,,
3302,0,2078,1,1973,321142,REPAIR MASONRY CHIMNEY W/ EXISTING GAS INSERT PER CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,40251,1/27/15,NULL,12,144,156,,
3303,0,2012,1,1973,177394,REPAIR MASONARY CHIMNEY PER CITY OF NAPA SPECS, LOWER HEIGHT,8/24/14,FIREPLACE,TRUE,39947,9/30/14,1/27/15,,,37,,
3308,0,1999,1,1983,542958,REMOVE DAMAGED CHIMNEY; FRAME & DRYWALL FIREBOX,FIREPLACE,8/24/14,39947,FALSE,37544,2/20/15,NULL,12,168,180,,
3313,0,1999,1,1983,406810,NULL,NULL,8/24/14,39947,FALSE,7/28/15,8/18/15,NULL,12,347,359,,
3319,0,1999,1,1980,388357,REBUILD TWO CHIMNEYS,FIREPLACE,8/24/14,39947,FALSE,40070,11/19/14,NULL,12,75,87,,
3330,0,6761,1,1905,1258089,COM TI- REMOVE EXISTING PLASTER AND REPLACE WITH DRYWALL,COM REMODEL,8/24/14,39947,FALSE,39886,12/15/14,NULL,12,101,113,,
3331,0,6098.4,NULL,1905,848592,COM TI- REMOVE EXISTING PLASTER AND REPLACE WITH DRYWALL,NULL,8/24/14,39947,FALSE,39886,12/15/14,NULL,12,101,113,,
3342,0,1492,1,1988,423029,CHIMNEY REPAIR / GAS INSERT WITH ELECTRICAL,FIREPLACE,8/24/14,40404,FALSE,4/13/15,4/15/15,NULL,45,189,234,,
3345,0,1215,1,1960,312467,REPAIR MASONARY ON FIREPLACE  NON-STRUCTURAL),FIREPLACE,8/24/14,40343,FALSE,40343,4/15/15,NULL,43,191,234,,
3354,0,1859,1,1978,776500,NULL,NULL,8/24/14,39947,FALSE,2/26/15,4/24/15,NULL,12,231,243,,
3358,0,1873,1,1980,271577,REPAIR MASONRY CHIMNEY PER CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,40435,10/28/14,NULL,12,53,65,,
3370,0,1261,1,1959,246001,CAP AND SEAL FIREPLACE/CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,37087,2/27/15,NULL,12,175,187,,
3379,0,4791.6,1,NULL,132277,REPLACE DRYROT POSTS ON FRONT PORCH,MINOR BUILDING,8/24/14,9/17/14,TRUE,10/16/14,1/29/15,NULL,24,134,158,,
3380,0,1186,1,1910,84475,REPLACE FOUNDATION,FOUNDATION,8/24/14,40223,FALSE,1/14/15,3/16/15,NULL,39,165,204,,
3388,0,6098.4,1,NULL,97360,TRIPLEX - GASLINE NEW POSTS AND FOUNDATION REPAIRS,FOUNDATION,8/24/14,39947,FALSE,10/24/14,9/30/16,NULL,12,756,768,,
3389,0,1047,1,1910,403009,REPAIR BACK PORCH DECK ROOF,DECK,8/24/14,39947,FALSE,40282,10/30/15,NULL,12,420,432,,
3390,0,6098.4,NULL,1910,248377,REPAIR BACK PORCH DECK ROOF,NULL,8/24/14,39947,FALSE,40282,10/30/15,NULL,12,420,432,,
3392,0,870,1,1936,69682,SHEER WALL/REPLACE FLOOR W/FOOTINGS/FRONT PORCH RAIL/,MINOR BUILDING,8/24/14,39947,FALSE,1/13/15,2/19/15,NULL,12,167,179,,
3393,0,6098.4,NULL,1936,37811,SHEER WALL/REPLACE FLOOR W/FOOTINGS/FRONT PORCH RAIL/,NULL,8/24/14,9/17/14,TRUE,1/13/15,2/19/15,NULL,24,155,179,,
3394,0,6098.4,NULL,1936,37811,SHEER WALL/REPLACE FLOOR W/FOOTINGS/FRONT PORCH RAIL/,NULL,8/24/14,9/23/14,TRUE,1/13/15,2/19/15,NULL,30,149,179,,
3412,0,1073,1,1955,347880,WATER HEATER,WATER HEATER,8/24/14,39947,FALSE,41257,12/15/14,NULL,12,101,113,,
3417,0,7840.8,NULL,1950,355142,REMOVE FIREPLACE AND FILL IN WALL,NULL,8/24/14,40404,FALSE,40070,3/23/16,NULL,45,532,577,,
3429,0,1540,1,1968,576497,REPLACE BROKEN RAFTERS,MINOR BUILDING,8/24/14,39947,FALSE,37026,2/17/15,NULL,12,165,177,,
3449,0,1620,1,1931,457134,NEW QUADRAFIRE 3000 GAS INSERT,FIREPLACE,8/24/14,39947,FALSE,10/15/14,10/31/14,NULL,12,56,68,,
3450,0,2310,1,1920,1278385,REINFORCE SHEER WALLS TO FOUNDATION,MINOR BUILDING,8/24/14,39947,FALSE,11/17/14,2/26/15,NULL,12,174,186,,
3458,0,3691,1,1925,524824,DEMO MASONRY CHIMNEY REBUILD WOOD CHASE WITH EXISTING INSER,FIREPLACE,8/24/14,39947,FALSE,40192,1/23/15,NULL,12,140,152,,
3459,0,4972,1,1972,1153883,NULL,NULL,8/24/14,40373,FALSE,9/23/14,10/17/14,NULL,44,10,54,,
3465,0,1261,1,1960,446858,PARTIAL REBUILD OF MASONRY CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,11/17/14,11/20/14,NULL,12,76,88,,
3484,0,1382,1,1962,169840,CAP AND SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,37514,12/22/15,NULL,12,473,485,,
3486,0,1980,1,1940,316372,REPAIR DAMAGED CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,39917,9/16/14,NULL,12,11,23,,
3488,0,1426,1,1934,658695,REMOVE DAMAGED CHIMNEY AT ROOFLINE, INSTALL GAS INSERT,8/24/14,FIREPLACE,TRUE,39947,9/13/14,40922,,,20,,
3489,0,1648,1,1984,511164,DEMO AND FILL IN SWIMMING POOL,MINOR BUILDING,8/24/14,40223,FALSE,9/20/14,1/30/15,NULL,39,120,159,,
3492,0,2396,1,1983,437710,DEMO AND REBUILD MASONRY CHIMNEY PER CITY SPECS,FIREPLACE,8/24/14,39947,FALSE,9/30/14,12/22/14,NULL,12,108,120,,
3493,0,12196.8,NULL,1984,316873,DEMO CHIMNEY REBUILD W WOOD CHASE INSTALL NEW GAS INSERT,NULL,8/24/14,39947,FALSE,9/23/14,10/21/14,NULL,12,46,58,,
3501,0,1516,1,1964,298656,REBUILD BRICK CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,10/18/14,10/21/14,NULL,12,46,58,,
3524,0,1287,1,1983,478583,TRUSS & ROOF REPAIR PER ENGINEER REPORT,MINOR BUILDING,8/24/14,39947,FALSE,40404,10/14/14,NULL,12,39,51,,
3526,0,1052,1,1936,157498,CAP AND SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,12/19/14,1/28/15,NULL,12,145,157,,
3550,0,16508,1,1970,2127843,ABANDON FIREPLACE DRYWALL ON INSIDE OF HOUSE.,FIREPLACE,8/24/14,39947,FALSE,9/30/14,8/25/15,NULL,12,354,366,,
3551,0,75688,NULL,NULL,2304667,REPAIR HOPPER LEGS FOR FLOUR STORAGE,MINOR BUILDING,8/24/14,39947,FALSE,9/22/14,4/16/15,NULL,12,223,235,,
3553,0,8276.4,NULL,1946,176741,REMOVE DAMAGED CHIMNEY-INSTALL GAS INSERT/ELEC,NULL,8/24/14,39947,FALSE,38275,6/24/15,NULL,12,292,304,,
3554,0,1761,1,1984,243051,REBUILD MASONRY CHIMNEY AT ROOF,FIREPLACE,8/24/14,39947,FALSE,2/24/15,3/18/15,NULL,12,194,206,,
3569,0,880,1,1954,107697,REPAIR PATIO COVER,MINOR BUILDING,8/24/14,39947,FALSE,10/24/14,4/24/15,NULL,12,231,243,,
3579,0,1999,1,1983,245511,REPAIR MASONRY CHIMNEY PER CITY OF NAPA PLANS,FIREPLACE,8/24/14,39947,FALSE,40616,11/13/14,NULL,12,69,81,,
3586,0,1999,1,1980,522865,INSTALL GAS INSERT IN FRONT FIREPLACE,,8/24/14,FIREPLACE,TRUE,39947,11/17/14,38001,,,85,,
3588,0,1876,1,1967,809713,CHIMNEY REPAIR AND CAP AT ROOFLINE AND REROOF,FIREPLACE,8/24/14,39947,FALSE,40070,9/26/14,NULL,12,21,33,,
3596,0,1514,1,1990,415593,RES - CHIMNEY REPAIR DOWN TO SHOULDERS/BACK UP AND FLASHING,FIREPLACE,8/24/14,40373,FALSE,40161,10/22/14,NULL,44,15,59,,
3601,0,16552.8,NULL,1957,182953,REMOVE 2 CHIMNEYS INSTALL 1 NEW GAS LINE DRYWALL CIRCUIT,NULL,8/24/14,40373,FALSE,40161,5/13/15,NULL,44,218,262,,
3605,0,1504,1,NULL,161373,CAP AND SEAL FIREPLACE PER CITY SPECS,FIREPLACE,8/24/14,9/18/14,TRUE,11/26/14,8/28/15,NULL,25,344,369,,
3608,0,10860,1,1964,2182150,REPAIR CRACKS IN EXT STUCCO,MINOR BUILDING,8/24/14,39947,FALSE,9/19/14,9/22/14,NULL,12,17,29,,
3609,0,1189,1,1956,220195,REMOVE DAMAGE CHIMENY; CAP & SEAL, REPAIR AWNING,8/24/14,FIREPLACE,TRUE,39947,4/29/15,5/21/15,,,248,,
3610,0,19035,1,1965,5941500,REPLACE DAMAGED BEAM,MINOR BUILDING,8/24/14,39947,FALSE,40891,7/25/15,NULL,12,323,335,,
3619,0,2087,1,1984,268852,2 FIREPLACES - TAKE DOWN TO ROOF AND INSTALL CHIMNEY ANCHOR,FIREPLACE,8/24/14,9/23/14,TRUE,38487,5/18/15,NULL,30,237,267,,
3624,0,1953,1,1986,451532,RETRO-FIT FROM THE SHOULDERS UP; GAS INSERT,FIREPLACE,8/24/14,39947,FALSE,10/16/14,12/21/15,NULL,12,472,484,,
3628,0,1382,1,1962,323360,CAP AND SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,10/17/14,10/22/14,NULL,12,47,59,,
3636,0,2475,1,1955,209994,COM - EARTHQUAKE REPAIR,COM REMODEL,8/24/14,39947,FALSE,10/16/14,2/19/15,NULL,12,167,179,,
3638,0,1384,1,1962,563040,RES - CAP AND SEAL CHIMNEY,FIREPLACE,8/24/14,39947,FALSE,10/20/14,10/31/14,NULL,12,56,68,,
3652,0,1408,1,1962,571178,RES - FIREPLACE RETROFIT AT SHOULDERS, NEW PIPE & GAS INSERT,8/24/14,FIREPLACE,TRUE,39947,10/20/14,40677,,,57,,
