LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime,Units,IncomeRatio,YearBuilt,BuildingCode,Occupancy,Stories,Basement,Area,ConstructionClass,ReplacementCost
200000,350499,False,38.48103489,-122.7523647,416.0,843.0,79.0,856,427.0,337.0,1,0.9903444249854058,1950,Post1940,RES1,1,True,1275,Average,159196.5
118177,249662,True,38.48085696,-122.7523628,528.0,815.0,17.0,862,287.0,511.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
241245,37099,False,38.48121163,-122.7528491,1286.0,1506.0,241.0,817,220.0,1045.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
206476,432838,True,38.48119364,-122.7530845,351.0,638.0,17.0,802,287.0,334.0,1,0.9903444249854058,1960,Post1940,RES1,1,True,1275,Custom,220476.1875
241770,472819,False,38.48089476,-122.7530801,407.0,610.0,23.0,809,203.0,384.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
247852,442640,True,38.48037989,-122.7533671,583.0,733.0,42.0,797,150.0,541.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
156188,366349,True,38.48006525,-122.7533795,499.0,843.0,77.0,811,344.0,422.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
140418,262648,True,38.48008467,-122.7531624,445.0,705.0,75.0,830,260.0,370.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
157676,432838,False,38.48017025,-122.7528664,182.0,793.0,22.0,849,611.0,160.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
130017,234039,True,38.48052313,-122.7528646,337.0,624.0,45.0,837,287.0,292.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
183955,386937,True,38.4805125,-122.7523621,323.0,885.0,27.0,873,562.0,296.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
130017,230573,True,38.48032985,-122.7523627,476.0,818.0,113.0,874,342.0,363.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
25484,115498,True,38.48016369,-122.7523661,629.0,1210.0,121.0,884,581.0,508.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
160766,482319,True,38.47982504,-122.7523412,469.0,743.0,92.0,897,274.0,377.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
144104,37371,True,38.47962233,-122.7523788,492.0,773.0,78.0,900,281.0,414.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
145612,387643,False,38.47959028,-122.752668,321.0,726.0,122.0,879,405.0,199.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
175538,399835,True,38.47961764,-122.753119,470.0,863.0,99.0,846,393.0,371.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
145959,461002,True,38.47962313,-122.7533279,468.0,742.0,85.0,827,274.0,383.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
328704,473030,True,38.47960782,-122.7537463,306.0,603.0,39.0,799,297.0,267.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
112839,250068,True,38.47959278,-122.7543787,474.0,734.0,86.0,734,260.0,388.0,1,0.9903444249854058,1950,Post1940,RES1,2,True,1275,Average,163215.9375
204000,561000,False,38.47958939,-122.754587,344.0,625.0,55.0,728,281.0,289.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
98048,147367,False,38.47427991,-122.7554242,345.0,547.0,68.0,696,202.0,277.0,1,0.9903444249854058,1940,Post1940,RES1,2,True,1275,Custom,218885.625
206113,566811,False,38.47383541,-122.7553229,487.0,843.0,143.0,683,356.0,344.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
103780,86059,True,38.47369812,-122.7553222,878.0,1031.0,86.0,677,153.0,792.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
138614,254131,False,38.47427835,-122.7545385,452.0,668.0,105.0,736,216.0,347.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
79824,121343,False,38.47427687,-122.7543579,424.0,640.0,105.0,742,216.0,319.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
103780,122942,True,38.47383376,-122.7544366,203.0,350.0,38.0,720,147.0,165.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
133951,192607,False,38.471205,-122.7537268,282.0,624.0,71.0,542,342.0,211.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
10600,77942,False,38.48247587,-122.7502946,254.0,1065.0,73.0,906,811.0,181.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
14805,23831,True,38.48251387,-122.7476051,822.0,1250.0,174.0,906,428.0,648.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
228882,324545,False,38.48257669,-122.7482298,1046.0,1214.0,57.0,912,168.0,989.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
127659,225242,True,38.48255254,-122.7455498,533.0,833.0,154.0,844,300.0,379.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
118870,133137,False,38.48255343,-122.7453222,351.0,528.0,42.0,830,177.0,309.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
100602,225444,False,38.48255341,-122.7451137,386.0,751.0,35.0,816,365.0,351.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
103403,44298,True,38.48255323,-122.7446951,937.0,1182.0,73.0,781,245.0,864.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
104254,162808,True,38.48256034,-122.7442566,748.0,1056.0,76.0,739,308.0,672.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
224400,590478,True,38.48260807,-122.7440407,260.0,987.0,49.0,733,727.0,211.0,1,0.9903444249854058,1940,Post1940,RES1,2,True,1275,Average,163215.9375
118177,266002,False,38.48290363,-122.7440453,1275.0,1731.0,111.0,717,456.0,1164.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
127463,267962,True,38.48305334,-122.7445133,275.0,610.0,52.0,733,335.0,223.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
250000,400000,False,38.48302944,-122.7447785,394.0,612.0,36.0,752,218.0,358.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
58865,459000,False,38.48302927,-122.7453375,677.0,1091.0,40.0,793,414.0,637.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
149962,224948,True,38.48303761,-122.7456169,302.0,626.0,95.0,807,324.0,207.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
59323,175652,True,38.4830818,-122.74594,422.0,590.0,50.0,821,168.0,372.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
59323,121616,True,38.48287343,-122.7460731,709.0,996.0,34.0,848,287.0,675.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
111255,224698,True,38.48265532,-122.7460576,203.0,309.0,33.0,868,106.0,170.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
105317,262957,False,38.48249325,-122.7460472,382.0,630.0,67.0,866,248.0,315.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
120361,231710,False,38.4825368,-122.7435616,379.0,710.0,50.0,687,331.0,329.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
153864,346231,True,38.48271219,-122.7437188,261.0,439.0,31.0,698,178.0,230.0,1,0.9903444249854058,1960,Post1940,RES1,1,True,1275,Average,159196.5
278418,736927,False,38.48304931,-122.7436302,410.0,847.0,126.0,666,437.0,284.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
173394,259799,False,38.48309162,-122.743234,269.0,436.0,23.0,629,167.0,246.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
282159,428391,False,38.48303069,-122.7430165,497.0,764.0,90.0,611,267.0,407.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
127733,231523,True,38.48303143,-122.7428107,497.0,890.0,111.0,593,393.0,386.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
144460,287234,True,38.48311587,-122.7425606,339.0,584.0,80.0,575,245.0,259.0,1,0.9903444249854058,1940,Post1940,RES1,1,True,1275,Average,159196.5
143700,265052,True,38.48308211,-122.7422559,419.0,765.0,60.0,549,346.0,359.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
216327,669669,False,38.48285047,-122.7421889,640.0,811.0,105.0,547,171.0,535.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
252282,324628,False,38.48258852,-122.7422308,448.0,727.0,319.0,561,279.0,129.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
120723,305440,True,38.48254126,-122.7425034,444.0,719.0,50.0,589,275.0,394.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
127733,242604,True,38.4825453,-122.7427562,693.0,1056.0,25.0,607,363.0,668.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
15136,197534,False,38.4830551,-122.7516897,603.0,756.0,60.0,801,153.0,543.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
273677,173330,True,38.48208494,-122.752663,887.0,1232.0,176.0,791,345.0,711.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
289738,635334,True,38.48208441,-122.7513819,489.0,671.0,101.0,887,182.0,388.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
100970,183915,False,38.48208408,-122.7516778,748.0,1045.0,312.0,862,297.0,436.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
174349,269596,True,38.48220953,-122.7466265,655.0,871.0,191.0,898,216.0,464.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
226724,422531,False,38.47995701,-122.7452418,566.0,701.0,293.0,917,135.0,273.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
278252,524558,True,38.48036528,-122.7452306,239.0,966.0,60.0,898,727.0,179.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
299500,449500,False,38.48058436,-122.7451969,273.0,647.0,27.0,894,374.0,246.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
66986,121535,True,38.48075105,-122.7451982,407.0,631.0,65.0,887,224.0,342.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
110789,115014,True,38.48091708,-122.7452146,818.0,1232.0,163.0,885,414.0,655.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
105317,215798,True,38.48107467,-122.7449625,314.0,573.0,37.0,858,259.0,277.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
205603,379808,True,38.48106341,-122.7447353,650.0,1119.0,104.0,842,469.0,546.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
173795,212930,False,38.48104174,-122.7445341,1198.0,1332.0,47.0,825,134.0,1151.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
46760,109113,False,38.48100963,-122.7442996,511.0,784.0,204.0,796,273.0,307.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
331500,433500,False,38.4810686,-122.7440678,261.0,436.0,79.0,787,175.0,182.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
127599,148382,True,38.48128602,-122.7440272,825.0,1119.0,119.0,779,294.0,706.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
104100,177570,True,38.48151682,-122.744066,664.0,1056.0,118.0,776,392.0,546.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
188279,191175,True,38.48159561,-122.744278,971.0,1308.0,63.0,774,337.0,908.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
203021,304535,False,38.4815606,-122.7445185,383.0,615.0,83.0,809,232.0,300.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
71791,105710,True,38.48153643,-122.7449348,328.0,533.0,63.0,845,205.0,265.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
80445,110617,False,38.48154159,-122.7451666,382.0,776.0,119.0,865,394.0,263.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
300900,555900,False,38.48139887,-122.7454453,281.0,890.0,121.0,882,609.0,160.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
196329,305007,True,38.48157579,-122.7454828,327.0,581.0,105.0,881,254.0,222.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
139877,295826,False,38.48174004,-122.7454917,226.0,395.0,34.0,874,169.0,192.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
96084,138369,False,38.48191758,-122.7454912,1204.0,1535.0,105.0,867,331.0,1099.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
206398,104040,False,38.48186286,-122.745216,751.0,1311.0,98.0,854,560.0,653.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
110789,154963,True,38.48186303,-122.7450031,345.0,561.0,36.0,837,216.0,309.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
122522,201572,True,38.48227316,-122.745098,398.0,798.0,161.0,827,400.0,237.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
182392,304782,True,38.48227121,-122.7453108,245.0,436.0,33.0,843,191.0,212.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
187562,326898,True,38.48227397,-122.7455448,272.0,412.0,62.0,857,140.0,210.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
231851,347779,False,38.48232807,-122.7460458,703.0,1056.0,103.0,868,353.0,600.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
271039,406043,False,38.48215991,-122.7460435,244.0,828.0,20.0,879,584.0,224.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
260000,475000,False,38.48199779,-122.7460412,373.0,582.0,38.0,889,209.0,335.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
187562,301446,True,38.48183042,-122.7460399,373.0,792.0,59.0,897,419.0,314.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
278252,422428,True,38.48166115,-122.7460374,559.0,737.0,125.0,900,178.0,434.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
69693,139399,True,38.48150071,-122.7460292,334.0,567.0,41.0,910,233.0,293.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
244800,448800,True,38.48133824,-122.7459814,310.0,1088.0,70.0,909,778.0,240.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
99196,52663,True,38.48116175,-122.7458815,-1.0,-1.0,38.0,914,363.0,-1.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
94684,261370,False,38.48098963,-122.745801,490.0,702.0,89.0,914,212.0,401.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
109731,128543,True,38.48082905,-122.745778,301.0,440.0,72.0,919,139.0,229.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
47685,144724,True,38.48066433,-122.7457726,171.0,332.0,35.0,925,161.0,136.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
138909,292372,True,38.48049798,-122.7457725,974.0,1199.0,64.0,929,225.0,910.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
200000,232581,True,38.4803221,-122.7457723,707.0,1280.0,98.0,931,573.0,609.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
199723,428400,False,38.48032592,-122.74621,503.0,1021.0,36.0,945,518.0,467.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
123102,192624,False,38.48049569,-122.7462226,543.0,857.0,457.0,943,314.0,86.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
267946,401920,False,38.48066205,-122.746222,422.0,619.0,63.0,939,197.0,359.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
68327,127494,True,38.4808292,-122.7462227,565.0,827.0,145.0,933,262.0,420.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
247335,465815,True,38.48098811,-122.7461866,348.0,826.0,41.0,927,478.0,307.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
210412,290865,False,38.48119586,-122.7462152,165.0,304.0,7.0,925,139.0,158.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Custom,278715.0
133793,298003,True,38.48132902,-122.7464601,357.0,581.0,97.0,925,224.0,260.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
219800,153000,False,38.48108772,-122.7468661,-1.0,-1.0,58.0,945,699.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
199323,298985,True,38.48089418,-122.7468087,416.0,660.0,72.0,950,244.0,344.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
225466,539332,False,38.48072232,-122.7467985,262.0,545.0,69.0,955,283.0,193.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
231877,432218,True,38.48054568,-122.7467972,202.0,855.0,20.0,961,653.0,182.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
121630,192806,True,38.48036076,-122.746817,812.0,1051.0,133.0,962,239.0,679.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
205614,143980,True,38.48011778,-122.7468093,-1.0,-1.0,88.0,974,300.0,-1.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
104254,251798,True,38.47997172,-122.7466352,211.0,381.0,63.0,975,170.0,148.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
199723,401920,False,38.47994827,-122.7463393,224.0,842.0,55.0,967,618.0,169.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
247335,368608,False,38.47995424,-122.7460997,330.0,643.0,31.0,960,313.0,299.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
180000,136895,False,38.47995503,-122.7458903,647.0,927.0,191.0,951,280.0,456.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
242182,357605,False,38.47995498,-122.7456684,355.0,608.0,55.0,944,253.0,300.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
246606,168300,False,38.47567791,-122.7446999,425.0,1238.0,196.0,903,813.0,229.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
273305,515076,True,38.47568677,-122.7449347,294.0,577.0,68.0,922,283.0,226.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
133478,376177,False,38.47567651,-122.7451561,248.0,867.0,48.0,940,619.0,200.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
133295,203284,True,38.47558871,-122.745432,481.0,726.0,160.0,957,245.0,321.0,1,0.9903444249854058,1950,Post1940,RES1,1,True,1275,Average,159196.5
94684,211269,False,38.47577423,-122.7454368,300.0,546.0,56.0,957,246.0,244.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
90173,179464,False,38.47521305,-122.7456751,428.0,729.0,86.0,972,301.0,342.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
118177,249664,True,38.47480935,-122.7467502,407.0,871.0,50.0,995,464.0,357.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
136472,423649,True,38.47579667,-122.7459246,-1.0,-1.0,190.0,982,122.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
168175,314527,False,38.47566845,-122.7459286,364.0,763.0,139.0,982,399.0,225.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
121342,235168,True,38.47552676,-122.7459116,509.0,714.0,56.0,981,205.0,453.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
265200,397800,True,38.47555,-122.7461064,313.0,1100.0,61.0,990,787.0,252.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
105317,436238,False,38.47574572,-122.7461825,433.0,601.0,50.0,991,168.0,383.0,1,0.9903444249854058,1950,Post1940,RES1,2,True,1275,Average,163215.9375
133793,194614,False,38.47538682,-122.7466014,353.0,535.0,66.0,1007,182.0,287.0,1,0.9903444249854058,1940,Post1940,RES1,1,True,1275,Average,159196.5
180200,311526,False,38.47538724,-122.7468143,418.0,651.0,48.0,1010,233.0,370.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
170387,92648,True,38.47508924,-122.746793,-1.0,-1.0,253.0,1008,345.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
105317,232021,True,38.47510054,-122.7465958,-1.0,-1.0,30.0,1006,197.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
216418,404445,True,38.47514581,-122.746411,606.0,728.0,88.0,998,122.0,518.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
112839,142182,False,38.47519591,-122.7462237,486.0,769.0,186.0,992,283.0,300.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
105317,225365,False,38.47518534,-122.7460427,577.0,1035.0,89.0,986,458.0,488.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
133479,345838,True,38.47566152,-122.7467922,435.0,741.0,94.0,1010,306.0,341.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
121342,172311,True,38.47570333,-122.7466474,524.0,881.0,184.0,1007,357.0,340.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
142724,224849,False,38.4757178,-122.7464828,706.0,954.0,126.0,1001,248.0,580.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
200454,367105,False,38.47572552,-122.7463425,605.0,857.0,85.0,995,252.0,520.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
2227961,1322528,False,38.48026901,-122.7359117,451.0,804.0,214.0,88,353.0,237.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
189198,330555,True,38.47711242,-122.7426285,253.0,464.0,77.0,689,211.0,176.0,1,0.9903444249854058,1940,Post1940,RES1,1,True,1275,Custom,220476.1875
67550,125718,True,38.47727928,-122.7427005,358.0,638.0,94.0,696,280.0,264.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
31991,87496,True,38.47742885,-122.7428086,-1.0,-1.0,124.0,705,304.0,-1.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
22189,47476,True,38.47756451,-122.7429457,-1.0,-1.0,68.0,723,575.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
177295,466263,False,38.47782913,-122.7433418,284.0,420.0,53.0,766,136.0,231.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
181201,288680,False,38.47767222,-122.7434703,354.0,514.0,43.0,781,160.0,311.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
146163,272760,True,38.47752508,-122.7436127,322.0,520.0,89.0,802,198.0,233.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
115549,218940,False,38.47741835,-122.7433521,1217.0,1525.0,119.0,767,308.0,1098.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
257544,386323,False,38.47728673,-122.743191,265.0,462.0,36.0,752,197.0,229.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
159311,300519,False,38.47696452,-122.7429804,348.0,644.0,77.0,724,296.0,271.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
209978,314968,True,38.47601354,-122.7434748,317.0,617.0,36.0,781,300.0,281.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
31991,41048,True,38.47618961,-122.7434728,-1.0,-1.0,-1.0,781,618.0,-1.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
130866,193494,False,38.47635516,-122.7434948,-1.0,-1.0,311.0,790,161.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
139204,229693,True,38.47653984,-122.7434532,427.0,812.0,84.0,778,385.0,343.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
73579,235782,True,38.47675342,-122.7434566,677.0,1091.0,233.0,778,414.0,444.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
22189,113164,True,38.47709767,-122.7436513,777.0,1056.0,114.0,806,279.0,663.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
155489,233236,True,38.47728386,-122.7439068,300.0,590.0,35.0,830,290.0,265.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
96577,241454,True,38.47771598,-122.7441028,424.0,1015.0,48.0,853,591.0,376.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
97305,280775,False,38.47784186,-122.7439704,375.0,700.0,53.0,837,325.0,322.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
121342,189051,False,38.47797317,-122.7438525,266.0,510.0,9.0,823,244.0,257.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
108653,251694,True,38.47811402,-122.7437449,311.0,601.0,53.0,813,290.0,258.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
173795,245969,False,38.47925969,-122.7425529,204.0,386.0,21.0,670,182.0,183.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
171735,283885,True,38.47946861,-122.7425026,438.0,504.0,179.0,659,66.0,259.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
167612,301452,True,38.47944793,-122.7435675,958.0,1297.0,112.0,783,339.0,846.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
112839,141869,True,38.47944799,-122.7439902,636.0,918.0,90.0,825,282.0,546.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
130017,172063,False,38.47944802,-122.7442006,300.0,380.0,60.0,841,80.0,240.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
