LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime,Units,IncomeRatio,YearBuilt,BuildingCode,Occupancy,Stories,Basement,Area,ConstructionClass,ReplacementCost
664000,686241,False,38.47143374,-122.7320261,-1.0,-1.0,-1.0,2,1164.0,-1.0,1,0.9903444249854058,1960,Post1940,RES1,1,True,1275,Custom,220476.1875
450323,1187978,True,38.42022905,-122.5848235,591.0,857.0,94.0,1,266.0,497.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
348025,510385,True,38.48252401,-122.6806765,769.0,1092.0,41.0,9,323.0,728.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
459330,442925,True,38.483145,-122.680435,-1.0,-1.0,877.0,5,568.0,-1.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
44810,32011,False,38.47280392,-122.748495,-1.0,-1.0,275.0,836,323.0,-1.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
255580,383370,False,38.47695545,-122.7523575,356.0,581.0,62.0,923,225.0,294.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
351000,526000,True,38.47695569,-122.7525919,696.0,1049.0,76.0,907,353.0,620.0,1,0.9903444249854058,1950,Post1940,RES1,1,True,1275,Average,159196.5
136472,382146,False,38.47695688,-122.7528192,587.0,828.0,102.0,890,241.0,485.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
206113,401869,False,38.47695809,-122.7530465,257.0,841.0,31.0,871,584.0,226.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
163031,321556,True,38.47695927,-122.7532738,406.0,888.0,96.0,850,482.0,310.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
48691,128050,False,38.47696077,-122.753502,195.0,420.0,30.0,832,225.0,165.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
357510,536010,False,38.47693853,-122.7541623,420.0,959.0,100.0,776,539.0,320.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
237029,510130,True,38.4769772,-122.7539218,441.0,716.0,35.0,803,275.0,406.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
108616,282278,False,38.47696156,-122.7537126,322.0,500.0,101.0,819,178.0,221.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
43804,156185,False,38.47066691,-122.74835,258.0,359.0,32.0,569,101.0,226.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
257641,462724,False,38.47066718,-122.7485649,433.0,611.0,125.0,569,178.0,308.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
210235,137064,False,38.47066867,-122.7489896,1024.0,1409.0,85.0,569,385.0,939.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
68425,149733,True,38.47065831,-122.7494365,378.0,528.0,60.0,565,150.0,318.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
332000,498000,False,38.47078953,-122.7496386,400.0,647.0,130.0,591,247.0,270.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
110789,188748,True,38.47096328,-122.7497618,424.0,559.0,109.0,605,135.0,315.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
106519,324701,False,38.4710976,-122.7498849,314.0,435.0,35.0,632,121.0,279.0,1,0.9903444249854058,1940,Post1940,RES1,2,True,1275,Average,163215.9375
287640,431460,False,38.47123362,-122.7500032,314.0,435.0,35.0,647,121.0,279.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
153124,275601,True,38.47136963,-122.7501215,781.0,1056.0,88.0,669,275.0,693.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
67550,212335,True,38.47200957,-122.7499575,329.0,714.0,44.0,749,385.0,285.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
204000,423300,False,38.47190564,-122.749684,393.0,778.0,92.0,725,385.0,301.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
109731,164293,True,38.47208284,-122.7495037,403.0,734.0,89.0,751,331.0,314.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
153193,263841,False,38.47231924,-122.7494145,443.0,759.0,182.0,775,316.0,261.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
168187,129851,False,38.4723017,-122.7496576,223.0,862.0,35.0,773,639.0,188.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
247335,373065,True,38.47225927,-122.7498732,553.0,822.0,147.0,771,269.0,406.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
167495,243504,False,38.47195878,-122.7505277,353.0,633.0,63.0,734,280.0,290.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
72400,104579,False,38.47232079,-122.7489822,-1.0,-1.0,165.0,775,401.0,-1.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
194467,122048,True,38.47210854,-122.7489786,236.0,890.0,48.0,753,654.0,188.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
72400,129521,True,38.47166528,-122.7490694,723.0,962.0,35.0,712,239.0,688.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
210235,448296,True,38.47160529,-122.7493307,436.0,702.0,105.0,707,266.0,331.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
73579,207886,True,38.4715114,-122.7495856,485.0,652.0,487.0,702,167.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Custom,278715.0
156188,291087,True,38.4713334,-122.749375,385.0,602.0,118.0,659,217.0,267.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
68380,94925,True,38.47132721,-122.7486143,-1.0,-1.0,71.0,655,189.0,-1.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
72722,223950,False,38.47111063,-122.7486232,218.0,414.0,37.0,636,196.0,181.0,1,0.9903444249854058,1940,Post1940,RES1,2,True,1275,Average,163215.9375
76554,44022,False,38.47111899,-122.7480421,1070.0,1309.0,77.0,637,239.0,993.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
118870,166427,True,38.47132994,-122.7480379,480.0,616.0,7.0,657,136.0,473.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
145611,396668,False,38.47206247,-122.750708,506.0,759.0,41.0,745,253.0,465.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
185918,309363,False,38.47221986,-122.7508002,323.0,500.0,71.0,764,177.0,252.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Custom,278715.0
141988,301737,True,38.47234397,-122.7509368,537.0,755.0,71.0,772,218.0,466.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
144680,131714,True,38.47247144,-122.7510802,284.0,479.0,60.0,785,195.0,224.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
206113,474061,False,38.47260823,-122.7512047,351.0,617.0,50.0,797,266.0,301.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
128313,306120,True,38.47274635,-122.7513253,557.0,881.0,82.0,813,324.0,475.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
282399,350803,True,38.472889,-122.7514498,578.0,941.0,256.0,828,363.0,322.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
130017,147269,True,38.47303166,-122.7515743,350.0,584.0,131.0,832,234.0,219.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
108653,156944,True,38.47316979,-122.7516949,348.0,713.0,35.0,837,365.0,313.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
161717,384685,False,38.47330791,-122.7518154,402.0,682.0,45.0,845,280.0,357.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
68063,108452,False,38.47359322,-122.7520644,275.0,708.0,141.0,861,433.0,134.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
144463,237978,True,38.47389484,-122.7522778,299.0,435.0,61.0,875,136.0,238.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
196854,295284,False,38.47410422,-122.752348,448.0,716.0,54.0,884,268.0,394.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
241245,365850,False,38.47430039,-122.7519093,528.0,913.0,38.0,927,385.0,490.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
97250,246320,True,38.47430115,-122.7516545,254.0,395.0,29.0,942,141.0,225.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
112839,152782,True,38.47430271,-122.7514362,364.0,602.0,44.0,965,238.0,320.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
121635,249390,False,38.47430427,-122.7512179,474.0,771.0,56.0,968,297.0,418.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
102614,247490,False,38.47430585,-122.7509996,444.0,881.0,68.0,978,437.0,376.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
123964,155879,False,38.4743074,-122.7507813,-1.0,-1.0,47.0,985,283.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
206113,401920,False,38.47430882,-122.7505587,-1.0,-1.0,108.0,991,192.0,-1.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
105317,152452,True,38.47430873,-122.7503319,941.0,1158.0,485.0,996,217.0,456.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
110789,158064,True,38.47430671,-122.7501051,395.0,503.0,150.0,999,108.0,245.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
163647,334540,True,38.47430449,-122.7498779,228.0,416.0,24.0,999,188.0,204.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
69421,264531,False,38.47434136,-122.7495943,1143.0,1339.0,74.0,1002,196.0,1069.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
121347,199368,True,38.4741523,-122.7495903,527.0,850.0,113.0,980,323.0,414.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
68897,183748,False,38.47396252,-122.7495892,432.0,649.0,163.0,965,217.0,269.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
118704,202506,True,38.47400946,-122.7500767,366.0,479.0,64.0,967,113.0,302.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
102614,170119,True,38.47400709,-122.7502862,331.0,631.0,57.0,966,300.0,274.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
204000,341700,False,38.47400235,-122.7507054,844.0,1232.0,238.0,956,388.0,606.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
66224,143500,True,38.47399999,-122.7509149,406.0,619.0,62.0,951,213.0,344.0,1,0.9903444249854058,1940,Post1940,RES1,3,True,1275,Average,168430.6875
204000,499800,True,38.47400779,-122.751155,365.0,716.0,98.0,941,351.0,267.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
249896,397560,True,38.47399447,-122.7514258,574.0,1051.0,72.0,935,477.0,502.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
97250,232525,True,38.47404754,-122.7518101,210.0,388.0,53.0,906,178.0,157.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
312227,468283,False,38.47385955,-122.7516371,387.0,743.0,134.0,908,356.0,253.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
108616,314288,False,38.4735338,-122.7513779,485.0,652.0,59.0,893,167.0,426.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
136286,229933,False,38.47360601,-122.7511432,292.0,474.0,42.0,907,182.0,250.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
133478,223276,True,38.47357095,-122.7509075,291.0,474.0,30.0,911,183.0,261.0,1,0.9903444249854058,1950,Post1940,RES1,1,True,1275,Custom,220476.1875
206113,416801,False,38.4735858,-122.75069,324.0,637.0,31.0,917,313.0,293.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
178699,360698,True,38.47358787,-122.750463,308.0,847.0,132.0,924,539.0,176.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
234257,351386,True,38.47358992,-122.7502359,392.0,654.0,395.0,926,262.0,-1.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
216408,324615,False,38.47359405,-122.7497819,483.0,622.0,31.0,927,139.0,452.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
95699,176092,True,38.47359542,-122.7495381,428.0,729.0,56.0,927,301.0,372.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
185659,235169,False,38.47331692,-122.7500572,351.0,555.0,97.0,895,204.0,254.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
175538,298987,True,38.47331487,-122.7502843,407.0,626.0,61.0,895,219.0,346.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
68327,195225,True,38.47331264,-122.7505288,457.0,787.0,93.0,892,330.0,364.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
164027,246047,True,38.47330673,-122.7507727,419.0,652.0,49.0,886,233.0,370.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
160766,542609,False,38.47321069,-122.751035,492.0,659.0,64.0,868,167.0,428.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
108653,276462,True,38.47293562,-122.7505064,401.0,626.0,57.0,852,225.0,344.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
73579,212908,True,38.47291727,-122.7502597,490.0,722.0,86.0,852,232.0,404.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
74412,111326,True,38.47291833,-122.7500327,840.0,1136.0,178.0,852,296.0,662.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
242182,530741,True,38.4729194,-122.7498056,355.0,638.0,322.0,852,283.0,33.0,1,0.9903444249854058,1960,Post1940,RES1,1,True,1275,Custom,220476.1875
57411,58678,True,38.47265503,-122.7498906,939.0,1338.0,217.0,821,399.0,722.0,1,0.9903444249854058,1960,Post1940,RES1,3,False,1700,Average,217498.0
206113,515283,False,38.47262785,-122.7501402,398.0,617.0,54.0,812,219.0,344.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
121342,266960,True,38.47262438,-122.7503713,363.0,520.0,39.0,812,157.0,324.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
110789,211709,False,38.47270559,-122.7506196,363.0,520.0,19.0,822,157.0,344.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
123102,262868,False,38.47270957,-122.7490365,338.0,618.0,92.0,827,280.0,246.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
214439,368413,False,38.47304562,-122.7490428,410.0,661.0,74.0,868,251.0,336.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
180069,298897,False,38.47321038,-122.7490452,336.0,569.0,25.0,883,233.0,311.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
231258,478286,True,38.473382,-122.7490477,393.0,596.0,23.0,904,203.0,370.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
73579,229177,False,38.47375956,-122.7490533,364.0,588.0,52.0,949,224.0,312.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
69421,93677,True,38.47395864,-122.7490562,798.0,1049.0,71.0,964,251.0,727.0,1,0.9903444249854058,1950,Post1940,RES1,1,True,1275,Custom,220476.1875
133478,206289,True,38.47413712,-122.7490588,487.0,803.0,156.0,980,316.0,331.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
71301,267995,False,38.47433571,-122.7490612,1143.0,1339.0,80.0,1002,196.0,1063.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
124965,158129,True,38.47151919,-122.7486272,390.0,696.0,15.0,702,306.0,375.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
65067,104315,False,38.47167226,-122.7486337,350.0,689.0,18.0,712,339.0,332.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
106519,205947,False,38.47181514,-122.7486449,348.0,654.0,15.0,716,306.0,333.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
103403,161019,False,38.47196936,-122.7486487,335.0,643.0,63.0,745,308.0,272.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
146707,407073,False,38.47212308,-122.7486496,406.0,701.0,40.0,754,295.0,366.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
96577,230588,True,38.47227789,-122.7486506,287.0,490.0,34.0,773,203.0,253.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
192996,84505,False,38.47224403,-122.7481199,-1.0,-1.0,280.0,770,338.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
111945,116422,True,38.47224726,-122.7475194,661.0,751.0,302.0,760,90.0,359.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
239052,350392,True,38.47224634,-122.7472924,438.0,902.0,106.0,752,464.0,332.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
65067,104312,True,38.47224646,-122.7470829,231.0,435.0,33.0,748,204.0,198.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
121342,194152,True,38.47151564,-122.7474733,342.0,800.0,56.0,691,458.0,286.0,1,0.9903444249854058,1960,Post1940,RES1,1,True,1275,Average,159196.5
110946,117286,False,38.47166612,-122.747471,338.0,618.0,55.0,700,280.0,283.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
108616,244488,True,38.4718091,-122.7474907,456.0,862.0,44.0,705,406.0,412.0,1,0.9903444249854058,1940,Post1940,RES1,1,True,1275,Average,159196.5
147369,306803,False,38.47195153,-122.7474745,208.0,392.0,32.0,719,184.0,176.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
173443,127500,False,38.47196075,-122.7481303,341.0,965.0,49.0,739,624.0,292.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
121342,98290,True,38.47180902,-122.7481061,-1.0,-1.0,62.0,715,490.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,True,1275,Custom,220476.1875
121630,243270,True,38.47166667,-122.7480989,314.0,587.0,31.0,712,273.0,283.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
173343,310548,True,38.4715116,-122.7481091,290.0,563.0,31.0,702,273.0,259.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
150000,46739,True,38.47707418,-122.7518689,755.0,1038.0,75.0,955,283.0,680.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
113161,242018,False,38.47683182,-122.7518682,410.0,661.0,24.0,955,251.0,386.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
121342,224490,True,38.47670825,-122.7518676,463.0,848.0,57.0,955,385.0,406.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
189637,284456,False,38.47658469,-122.7518671,227.0,387.0,21.0,955,160.0,206.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
222601,333903,False,38.47646112,-122.7518666,561.0,729.0,50.0,955,168.0,511.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Custom,278715.0
204000,434010,False,38.47633756,-122.751866,377.0,1167.0,87.0,955,790.0,290.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
217087,325906,False,38.47621587,-122.7518705,334.0,715.0,45.0,955,381.0,289.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
72139,186788,True,38.47602673,-122.7519355,199.0,380.0,22.0,953,181.0,177.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
206113,376156,False,38.4760327,-122.7517326,490.0,667.0,42.0,964,177.0,448.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
157676,422531,False,38.47603785,-122.7515732,195.0,800.0,28.0,977,605.0,167.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
58865,119579,False,38.47603938,-122.7513888,253.0,400.0,24.0,994,147.0,229.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
148523,204226,False,38.47623719,-122.751478,412.0,672.0,114.0,987,260.0,298.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
58865,153181,True,38.47648431,-122.751479,349.0,827.0,21.0,987,478.0,328.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Average,208675.0
102614,261974,True,38.47660672,-122.7514839,288.0,601.0,22.0,987,313.0,266.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
58865,126940,False,38.47675194,-122.7515337,378.0,612.0,81.0,980,234.0,297.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
181201,271806,False,38.47695567,-122.7515309,553.0,892.0,229.0,980,339.0,324.0,1,0.9903444249854058,1940,Post1940,RES1,1,True,1275,Average,159196.5
191866,380554,False,38.47702971,-122.7513356,574.0,920.0,96.0,996,346.0,478.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
127463,186953,True,38.47703093,-122.7510747,243.0,454.0,21.0,1002,211.0,222.0,1,0.9903444249854058,1960,Post1940,RES1,2,False,1700,Custom,278715.0
58947,173356,False,38.47660842,-122.7508954,483.0,846.0,60.0,1012,363.0,423.0,1,0.9903444249854058,1960,Post1940,RES1,1,True,1275,Average,159196.5
92208,121414,False,38.47648586,-122.7508992,484.0,736.0,115.0,1012,252.0,369.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
206113,417378,False,38.47603988,-122.75081,489.0,933.0,189.0,1016,444.0,300.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
174006,348025,True,38.47604193,-122.7504195,358.0,623.0,142.0,1029,265.0,216.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Custom,271167.0
203021,304535,False,38.47623979,-122.750493,239.0,429.0,96.0,1029,190.0,143.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
60039,142522,False,38.47661048,-122.7504945,204.0,374.0,46.0,1029,170.0,158.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
109466,38922,False,38.47673985,-122.7505144,322.0,575.0,63.0,1027,253.0,259.0,1,0.9903444249854058,1940,Post1940,RES1,3,True,1275,Average,168430.6875
136472,313906,True,38.47690637,-122.7505393,391.0,694.0,54.0,1027,303.0,337.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
132281,239438,True,38.47702995,-122.750444,418.0,644.0,120.0,1029,226.0,298.0,1,0.9903444249854058,1960,Post1940,RES1,3,False,1700,Average,217498.0
79555,175920,False,38.47703041,-122.750213,556.0,877.0,169.0,1035,321.0,387.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
103387,282229,True,38.47700667,-122.7500357,607.0,903.0,76.0,1038,296.0,531.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
60039,116999,True,38.47700634,-122.7498772,287.0,531.0,24.0,1039,244.0,263.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
124965,166626,False,38.47700694,-122.74972,274.0,518.0,9.0,1039,244.0,265.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
122522,142129,True,38.47700755,-122.7495628,275.0,519.0,9.0,1039,244.0,266.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Average,208675.0
160766,328241,False,38.47700884,-122.7492467,432.0,694.0,95.0,1039,262.0,337.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
157676,437991,False,38.4770123,-122.7490866,333.0,776.0,190.0,1039,443.0,143.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
206113,385946,False,38.47702479,-122.7488778,353.0,734.0,20.0,1039,381.0,333.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
165429,340416,False,38.47666102,-122.7473818,153.0,335.0,21.0,1024,182.0,132.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
206113,416245,False,38.47666097,-122.7475854,208.0,861.0,20.0,1033,653.0,188.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
119848,261796,True,38.47665992,-122.7477607,428.0,736.0,51.0,1036,308.0,377.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Average,208675.0
168441,305447,False,38.47666219,-122.7481409,375.0,699.0,68.0,1039,324.0,307.0,1,0.9903444249854058,1950,Post1940,RES1,2,False,1700,Custom,278715.0
174978,344327,False,38.47666712,-122.7483111,503.0,583.0,90.0,1039,80.0,413.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Average,198322.0
96577,208708,True,38.47667143,-122.7484719,204.0,366.0,54.0,1039,162.0,150.0,1,0.9903444249854058,1940,Post1940,RES1,2,False,1700,Custom,278715.0
131353,247911,True,38.47666973,-122.74863,223.0,405.0,51.0,1039,182.0,172.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
121342,60064,False,38.47666108,-122.7487943,-1.0,-1.0,132.0,1039,269.0,-1.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
99897,186497,False,38.47662313,-122.7489593,510.0,874.0,43.0,1039,364.0,467.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Average,198322.0
101377,214350,False,38.47661492,-122.749116,320.0,484.0,60.0,1039,164.0,260.0,1,0.9903444249854058,1960,Post1940,RES1,1,False,1700,Custom,271167.0
187635,197868,False,38.4766127,-122.7492735,522.0,861.0,189.0,1039,339.0,333.0,1,0.9903444249854058,1950,Post1940,RES1,1,False,1700,Custom,271167.0
152420,197868,False,38.47661229,-122.7494307,480.0,861.0,147.0,1039,381.0,333.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
60039,97573,False,38.47661187,-122.7495879,188.0,335.0,24.0,1039,147.0,164.0,1,0.9903444249854058,1940,Post1940,RES1,1,False,1700,Average,198322.0
