LandValue,ImprovementValue,HOEX,Latitude,Longitude,TimetoApply,RepairTime,TimetoFinal,ConstructionDelay,RepairTime.1,Neighbours
115997.0,299783.0,True,39.739251,-121.571586,312,408.0,720.0,-1.0,-1.0,85
127500.0,357000.0,False,39.767379,-121.594595,312,457.0,769.0,-1.0,-1.0,135
58611.0,80524.0,True,39.735734,-121.64886,312,164.0,476.0,-1.0,-1.0,74
58017.0,175033.0,False,39.751266,-121.618704,312,288.0,600.0,-1.0,-1.0,50
21327.0,83245.0,True,39.772478,-121.580893,312,339.0,651.0,-1.0,-1.0,103
69304.0,162372.0,False,39.747578,-121.638552,313,219.0,532.0,-1.0,-1.0,88
40825.0,117460.0,False,39.749977,-121.625554,314,293.0,607.0,-1.0,-1.0,74
47339.0,76271.0,False,39.751494,-121.627927,314,230.0,544.0,-1.0,-1.0,73
131341.0,298062.0,True,39.772854,-121.589336,315,321.0,636.0,-1.0,-1.0,139
61374.0,107917.0,True,39.772667,-121.624722,315,238.0,553.0,-1.0,-1.0,120
98562.0,261055.0,True,39.79853,-121.58107,315,495.0,810.0,-1.0,-1.0,54
45237.0,147888.0,True,39.774246,-121.625957,315,251.0,566.0,-1.0,-1.0,102
81879.0,219664.0,True,39.765952,-121.623583,315,497.0,812.0,-1.0,-1.0,110
84936.0,237075.0,True,39.758698,-121.641279,316,262.0,578.0,-1.0,-1.0,64
128820.0,309170.0,False,39.774338,-121.591862,316,228.0,544.0,-1.0,-1.0,130
11541.0,51889.0,True,39.772688,-121.604952,316,474.0,790.0,-1.0,-1.0,111
107219.0,51000.0,False,39.757998,-121.597489,316,1057.0,1373.0,-1.0,-1.0,122
14412.0,47898.0,True,39.750072,-121.595463,319,374.0,693.0,-1.0,-1.0,142
75422.0,168952.0,True,39.760245,-121.634959,319,443.0,762.0,-1.0,-1.0,91
12416.0,168357.0,True,39.75841,-121.620593,319,437.0,756.0,-1.0,-1.0,43
10523.0,69832.0,True,39.770176,-121.607999,319,312.0,631.0,-1.0,-1.0,118
57754.0,23103.0,True,39.750234,-121.598586,319,281.0,600.0,-1.0,-1.0,130
112200.0,308040.0,False,39.751526,-121.583901,319,290.0,609.0,-1.0,-1.0,108
13567.0,39360.0,True,39.768405,-121.625762,320,254.0,574.0,-1.0,-1.0,125
43277.0,203233.0,True,39.777127,-121.622539,320,420.0,740.0,-1.0,-1.0,100
107219.0,212237.0,True,39.770144,-121.571403,320,440.0,760.0,-1.0,-1.0,40
103056.0,200960.0,False,39.764253,-121.57754,320,197.0,517.0,-1.0,-1.0,76
87078.0,93783.0,True,39.769337,-121.60579,321,265.0,586.0,-1.0,-1.0,109
123187.0,283796.0,True,39.734276,-121.654459,321,-1.0,-1.0,-1.0,-1.0,53
44196.0,315248.0,True,39.76665,-121.62129,321,715.0,1036.0,-1.0,-1.0,112
68977.0,178112.0,False,39.742624,-121.631394,322,244.0,566.0,-1.0,-1.0,109
72062.0,242904.0,True,39.760591,-121.596294,322,-1.0,-1.0,-1.0,-1.0,118
15786.0,107182.0,False,39.763753,-121.608324,322,267.0,589.0,-1.0,-1.0,85
66396.0,21761.0,False,39.756135,-121.593194,323,168.0,491.0,-1.0,-1.0,153
12787.0,57501.0,False,39.744264,-121.635423,326,365.0,691.0,-1.0,-1.0,101
127500.0,229500.0,True,39.782707,-121.604307,326,379.0,705.0,-1.0,-1.0,73
107219.0,224591.0,False,39.738759,-121.646494,326,330.0,656.0,-1.0,-1.0,87
56940.0,164798.0,False,39.795005,-121.579215,327,315.0,642.0,-1.0,-1.0,69
125000.0,314000.0,False,39.743705,-121.638545,327,-1.0,-1.0,-1.0,-1.0,110
71012.0,127059.0,True,39.77707,-121.582679,327,485.0,812.0,-1.0,-1.0,106
19113.0,209541.0,True,39.779654,-121.599214,327,244.0,571.0,-1.0,-1.0,115
37557.0,42580.0,True,39.786652,-121.594335,327,148.0,475.0,-1.0,-1.0,70
82849.0,176370.0,False,39.759826,-121.63821,327,598.0,925.0,-1.0,-1.0,72
10381.0,261649.0,True,39.744678,-121.625497,327,279.0,606.0,-1.0,-1.0,85
78870.0,40651.0,True,39.756712,-121.586503,327,328.0,655.0,-1.0,-1.0,140
44309.0,39989.0,True,39.756712,-121.586503,328,464.0,792.0,-1.0,-1.0,140
29009.0,87805.0,False,39.741856,-121.637971,328,282.0,610.0,-1.0,-1.0,117
11401.0,43627.0,True,39.770864,-121.594078,328,338.0,666.0,-1.0,-1.0,122
141647.0,232754.0,True,39.781216,-121.574892,328,393.0,721.0,-1.0,-1.0,90
79273.0,118914.0,True,39.743742,-121.574468,328,413.0,741.0,-1.0,-1.0,81
113250.0,476571.0,True,39.738921,-121.597961,328,352.0,680.0,-1.0,-1.0,58
91637.0,374363.0,True,39.745012,-121.625023,329,693.0,1022.0,-1.0,-1.0,84
123769.0,144816.0,True,39.73867,-121.572152,329,266.0,595.0,-1.0,-1.0,88
98426.0,240604.0,True,39.743513,-121.634629,330,294.0,624.0,-1.0,-1.0,103
53609.0,24555.0,True,39.746132,-121.587743,330,-1.0,-1.0,-1.0,-1.0,131
45000.0,173933.0,True,39.771193,-121.623825,333,-1.0,-1.0,-1.0,-1.0,130
117581.0,173600.0,True,39.766581,-121.581276,334,590.0,924.0,-1.0,-1.0,111
54681.0,116816.0,True,39.759633,-121.624882,335,364.0,699.0,-1.0,-1.0,63
8211.0,110170.0,True,39.77497,-121.618125,335,413.0,748.0,-1.0,-1.0,114
44231.0,161728.0,True,39.769105,-121.592312,335,394.0,729.0,-1.0,-1.0,132
25764.0,121362.0,False,39.732544,-121.6352,336,221.0,557.0,-1.0,-1.0,58
119931.0,27289.0,True,39.748332,-121.588159,336,154.0,490.0,-1.0,-1.0,144
12590.0,119937.0,True,39.748332,-121.588159,340,326.0,666.0,-1.0,-1.0,144
102000.0,235110.0,False,39.748995,-121.635394,341,560.0,901.0,-1.0,-1.0,79
62286.0,58666.0,True,39.766732,-121.625329,341,254.0,595.0,-1.0,-1.0,119
136146.0,182059.0,True,39.75668,-121.600719,341,596.0,937.0,-1.0,-1.0,121
44013.0,180381.0,True,39.751036,-121.593016,341,-1.0,-1.0,-1.0,-1.0,143
109466.0,190882.0,True,39.741561,-121.590919,342,506.0,848.0,-1.0,-1.0,99
39872.0,39119.0,False,39.770703,-121.614988,342,168.0,510.0,-1.0,-1.0,116
122364.0,218735.0,True,39.740425,-121.639875,342,405.0,747.0,-1.0,-1.0,108
92750.0,185501.0,False,39.73649,-121.576599,342,218.0,560.0,-1.0,-1.0,79
84938.0,81285.0,True,39.734999,-121.651933,343,176.0,519.0,-1.0,-1.0,63
71012.0,151191.0,True,39.785315,-121.588605,343,239.0,582.0,-1.0,-1.0,88
63297.0,193529.0,True,39.766679,-121.574698,343,-1.0,-1.0,-1.0,-1.0,58
107219.0,166085.0,False,39.753572,-121.598882,343,298.0,641.0,-1.0,-1.0,124
72407.0,171343.0,True,39.775844,-121.613988,343,361.0,704.0,-1.0,-1.0,110
72506.0,137765.0,True,39.768867,-121.634187,343,397.0,740.0,-1.0,-1.0,104
91800.0,217260.0,True,39.75273,-121.632505,347,273.0,620.0,-1.0,-1.0,71
33290.0,148624.0,True,39.741659,-121.620583,347,326.0,673.0,-1.0,-1.0,51
67949.0,186981.0,True,39.758863,-121.594026,347,345.0,692.0,-1.0,-1.0,143
71012.0,128236.0,False,39.770981,-121.629792,347,396.0,743.0,-1.0,-1.0,116
109443.0,226800.0,False,39.772209,-121.576724,347,389.0,736.0,-1.0,-1.0,79
54324.0,56365.0,False,39.771846,-121.602323,347,409.0,756.0,-1.0,-1.0,114
178500.0,423300.0,True,39.761503,-121.644399,347,358.0,705.0,-1.0,-1.0,37
110000.0,330000.0,True,39.748752,-121.625155,348,668.0,1016.0,-1.0,-1.0,69
54730.0,46371.0,False,39.774996,-121.602165,348,163.0,511.0,-1.0,-1.0,126
42046.0,262999.0,True,39.796703,-121.578565,348,252.0,600.0,-1.0,-1.0,61
24732.0,112200.0,False,39.780183,-121.583424,348,269.0,617.0,-1.0,-1.0,105
171551.0,379498.0,False,39.786045,-121.569784,348,483.0,831.0,-1.0,-1.0,49
54793.0,141346.0,True,39.765383,-121.60632,349,446.0,795.0,-1.0,-1.0,89
83515.0,172360.0,True,39.749787,-121.635732,349,282.0,631.0,-1.0,-1.0,81
69754.0,166181.0,True,39.78373,-121.572324,349,324.0,673.0,-1.0,-1.0,57
10139.0,24830.0,False,39.7684,-121.625317,349,372.0,721.0,-1.0,-1.0,129
64454.0,60570.0,True,39.748105,-121.593471,349,-1.0,-1.0,-1.0,-1.0,138
45130.0,72911.0,True,39.736409,-121.628932,350,323.0,673.0,-1.0,-1.0,87
45983.0,250320.0,True,39.771486,-121.588787,350,265.0,615.0,-1.0,-1.0,135
101858.0,303579.0,False,39.773149,-121.593161,350,621.0,971.0,-1.0,-1.0,133
60045.0,60061.0,True,39.734324,-121.634695,350,369.0,719.0,-1.0,-1.0,67
10442.0,112603.0,True,39.770718,-121.589129,350,453.0,803.0,-1.0,-1.0,138
24732.0,142800.0,False,39.77005,-121.60888,350,316.0,666.0,-1.0,-1.0,125
75221.0,234766.0,True,39.726448,-121.653487,351,490.0,841.0,-1.0,-1.0,27
43277.0,146567.0,True,39.767977,-121.586374,351,237.0,588.0,-1.0,-1.0,141
60359.0,28793.0,True,39.749631,-121.599644,351,-1.0,-1.0,-1.0,-1.0,120
145185.0,142378.0,False,39.738825,-121.595155,354,456.0,810.0,-1.0,-1.0,67
66939.0,88732.0,False,39.777246,-121.588136,354,238.0,592.0,-1.0,-1.0,120
207791.0,320868.0,True,39.73071,-121.649931,354,574.0,928.0,-1.0,-1.0,61
72433.0,69459.0,True,39.748907,-121.582319,354,606.0,960.0,-1.0,-1.0,97
58017.0,97555.0,True,39.755326,-121.573286,355,440.0,795.0,-1.0,-1.0,45
79273.0,202794.0,False,39.779791,-121.606088,355,372.0,727.0,-1.0,-1.0,92
115185.0,233267.0,True,39.750027,-121.573284,355,391.0,746.0,-1.0,-1.0,66
113873.0,164131.0,True,39.750577,-121.621344,355,414.0,769.0,-1.0,-1.0,59
107219.0,167804.0,True,39.744109,-121.571848,355,281.0,636.0,-1.0,-1.0,67
93912.0,97120.0,True,39.742623,-121.622799,355,381.0,736.0,-1.0,-1.0,64
148523.0,61887.0,True,39.750063,-121.588192,356,133.0,489.0,-1.0,-1.0,146
62286.0,107299.0,False,39.739299,-121.595152,356,232.0,588.0,-1.0,-1.0,71
96498.0,161190.0,False,39.739065,-121.572211,357,307.0,664.0,-1.0,-1.0,89
51708.0,14862.0,True,39.785953,-121.581436,357,235.0,592.0,-1.0,-1.0,95
41018.0,173312.0,True,39.763437,-121.633582,357,504.0,861.0,-1.0,-1.0,119
51497.0,129332.0,True,39.776442,-121.597605,357,466.0,823.0,-1.0,-1.0,135
80380.0,61706.0,True,39.785951,-121.582019,357,440.0,797.0,-1.0,-1.0,96
95338.0,160110.0,True,39.785951,-121.582019,358,423.0,781.0,-1.0,-1.0,96
98426.0,316063.0,False,39.73236,-121.634236,358,355.0,713.0,-1.0,-1.0,53
17403.0,126593.0,True,39.763298,-121.631519,358,437.0,795.0,-1.0,-1.0,128
117941.0,358650.0,True,39.742268,-121.643255,358,348.0,706.0,-1.0,-1.0,95
21751.0,87133.0,True,39.766349,-121.605468,358,290.0,648.0,-1.0,-1.0,91
117941.0,187591.0,False,39.756264,-121.572753,361,289.0,650.0,-1.0,-1.0,41
80856.0,242215.0,True,39.765954,-121.622847,361,451.0,812.0,-1.0,-1.0,107
127500.0,229500.0,False,39.771741,-121.617544,361,357.0,718.0,-1.0,-1.0,118
72506.0,62265.0,False,39.756606,-121.579951,361,239.0,600.0,-1.0,-1.0,96
61998.0,98568.0,False,39.770148,-121.634042,361,443.0,804.0,-1.0,-1.0,87
127500.0,296820.0,True,39.780476,-121.607462,362,436.0,798.0,-1.0,-1.0,78
85775.0,141204.0,False,39.776942,-121.587016,362,294.0,656.0,-1.0,-1.0,125
44140.0,255753.0,True,39.748237,-121.589525,362,331.0,693.0,-1.0,-1.0,142
102614.0,533318.0,True,39.732253,-121.570674,363,471.0,834.0,-1.0,-1.0,53
103138.0,323956.0,False,39.782192,-121.607349,363,539.0,902.0,-1.0,-1.0,70
96900.0,157080.0,False,39.779626,-121.599976,363,477.0,840.0,-1.0,-1.0,112
102000.0,130560.0,False,39.744115,-121.631841,363,252.0,615.0,-1.0,-1.0,106
110000.0,205000.0,True,39.781748,-121.57168,364,768.0,1132.0,-1.0,-1.0,62
80380.0,68126.0,True,39.753456,-121.591079,364,449.0,813.0,-1.0,-1.0,154
117941.0,192506.0,True,39.733709,-121.598135,364,434.0,798.0,-1.0,-1.0,30
96498.0,194501.0,False,39.774205,-121.619875,364,511.0,875.0,-1.0,-1.0,125
103011.0,33382.0,True,39.738641,-121.597042,364,314.0,678.0,-1.0,-1.0,59
63818.0,287952.0,True,39.739373,-121.596091,365,697.0,1062.0,-1.0,-1.0,66
22498.0,140605.0,True,39.780877,-121.590931,365,248.0,613.0,-1.0,-1.0,88
91137.0,127985.0,False,39.761074,-121.635666,365,804.0,1169.0,-1.0,-1.0,93
141647.0,63000.0,True,39.751276,-121.601087,365,-1.0,-1.0,-1.0,-1.0,98
66980.0,182099.0,False,39.769888,-121.588739,365,255.0,620.0,-1.0,-1.0,140
148047.0,155760.0,False,39.756043,-121.577848,365,556.0,921.0,-1.0,-1.0,87
63529.0,226720.0,True,39.733017,-121.634772,369,443.0,812.0,-1.0,-1.0,61
153000.0,382500.0,False,39.757958,-121.636567,369,520.0,889.0,-1.0,-1.0,75
69304.0,191756.0,True,39.740681,-121.628305,369,843.0,1212.0,-1.0,-1.0,105
105201.0,209993.0,True,39.739316,-121.63041,369,401.0,770.0,-1.0,-1.0,109
57994.0,124572.0,False,39.75149,-121.600317,369,412.0,781.0,-1.0,-1.0,108
95525.0,412670.0,True,39.794778,-121.580914,369,414.0,783.0,-1.0,-1.0,69
120574.0,387557.0,True,39.766441,-121.577734,370,558.0,928.0,-1.0,-1.0,84
60359.0,85000.0,False,39.739151,-121.630889,370,863.0,1233.0,-1.0,-1.0,108
40027.0,84284.0,True,39.735452,-121.648686,370,293.0,663.0,-1.0,-1.0,73
101858.0,208006.0,False,39.760384,-121.639503,371,287.0,658.0,-1.0,-1.0,76
79276.0,186287.0,False,39.771291,-121.615123,371,336.0,707.0,-1.0,-1.0,116
34668.0,119460.0,False,39.776655,-121.600395,371,474.0,845.0,-1.0,-1.0,135
84504.0,12072.0,True,39.759806,-121.594415,371,299.0,670.0,-1.0,-1.0,134
100395.0,111634.0,False,39.726468,-121.649928,371,-1.0,-1.0,-1.0,-1.0,29
71085.0,90970.0,False,39.767993,-121.626336,371,256.0,627.0,-1.0,-1.0,130
80856.0,302881.0,False,39.749274,-121.581601,372,-1.0,-1.0,-1.0,-1.0,105
109208.0,175955.0,True,39.762802,-121.58781,372,364.0,736.0,-1.0,-1.0,149
53154.0,136024.0,False,39.730431,-121.56618,372,332.0,704.0,-1.0,-1.0,28
89239.0,558041.0,True,39.744619,-121.635563,372,530.0,902.0,-1.0,-1.0,99
61351.0,72652.0,False,39.789508,-121.586432,372,147.0,519.0,-1.0,-1.0,79
72062.0,242904.0,True,39.760591,-121.596257,375,-1.0,-1.0,-1.0,-1.0,118
113848.0,403917.0,True,39.745301,-121.57172,375,290.0,665.0,-1.0,-1.0,59
78084.0,261032.0,True,39.763833,-121.610072,375,508.0,883.0,-1.0,-1.0,86
7431.0,67002.0,True,39.769707,-121.586344,375,233.0,608.0,-1.0,-1.0,145
57921.0,141431.0,False,39.774318,-121.604782,375,394.0,769.0,-1.0,-1.0,115
82849.0,220541.0,True,39.73481,-121.648966,376,317.0,693.0,-1.0,-1.0,71
51695.0,95751.0,True,39.775921,-121.60566,376,-1.0,-1.0,-1.0,-1.0,124
98708.0,346718.0,False,39.771598,-121.588088,376,602.0,978.0,-1.0,-1.0,136
96900.0,91290.0,False,39.770772,-121.61459,377,345.0,722.0,-1.0,-1.0,113
103056.0,144279.0,True,39.747614,-121.641557,377,163.0,540.0,-1.0,-1.0,75
48798.0,196705.0,True,39.785696,-121.575256,377,-1.0,-1.0,-1.0,-1.0,87
32199.0,63867.0,True,39.745505,-121.622991,378,362.0,740.0,-1.0,-1.0,71
51977.0,108228.0,True,39.782206,-121.59407,378,201.0,579.0,-1.0,-1.0,94
59472.0,147748.0,True,39.74,-121.620512,378,218.0,596.0,-1.0,-1.0,44
27824.0,82700.0,False,39.764335,-121.594791,378,-1.0,-1.0,-1.0,-1.0,130
25752.0,83436.0,False,39.770142,-121.601383,378,278.0,656.0,-1.0,-1.0,112
29864.0,79618.0,False,39.768523,-121.582042,378,201.0,579.0,-1.0,-1.0,118
86633.0,152500.0,True,39.797259,-121.582909,379,1053.0,1432.0,-1.0,-1.0,63
41798.0,241711.0,False,39.731231,-121.635636,382,521.0,903.0,-1.0,-1.0,51
50197.0,5577.0,False,39.785624,-121.581398,382,924.0,1306.0,-1.0,-1.0,92
90599.0,351082.0,True,39.779317,-121.610348,382,616.0,998.0,-1.0,-1.0,86
55774.0,72511.0,False,39.783855,-121.59402,382,252.0,634.0,-1.0,-1.0,91
107219.0,233964.0,False,39.754644,-121.573887,382,259.0,641.0,-1.0,-1.0,52
63070.0,317446.0,False,39.760553,-121.570587,383,293.0,676.0,-1.0,-1.0,32
60359.0,178728.0,True,39.760517,-121.608796,383,476.0,859.0,-1.0,-1.0,51
18549.0,295800.0,False,39.764478,-121.593979,383,241.0,624.0,-1.0,-1.0,134
112200.0,198900.0,False,39.761758,-121.590119,383,318.0,701.0,-1.0,-1.0,158
193156.0,345255.0,True,39.742881,-121.581686,384,352.0,736.0,-1.0,-1.0,82
51528.0,132942.0,False,39.739674,-121.593089,389,193.0,582.0,-1.0,-1.0,78
85536.0,192152.0,False,39.732665,-121.575266,389,-1.0,-1.0,-1.0,-1.0,55
107219.0,157196.0,True,39.752706,-121.597578,390,454.0,844.0,-1.0,-1.0,122
82022.0,222101.0,False,39.760694,-121.580453,390,143.0,533.0,-1.0,-1.0,105
150118.0,83661.0,True,39.747681,-121.630491,391,314.0,705.0,-1.0,-1.0,93
84093.0,300620.0,False,39.737169,-121.62276,391,338.0,729.0,-1.0,-1.0,44
60149.0,65814.0,False,39.764014,-121.593443,391,351.0,742.0,-1.0,-1.0,136
66929.0,50197.0,False,39.772927,-121.598519,393,271.0,664.0,-1.0,-1.0,131
112200.0,137700.0,True,39.755585,-121.598392,393,292.0,685.0,-1.0,-1.0,129
109363.0,315903.0,True,39.776973,-121.614912,396,361.0,757.0,-1.0,-1.0,99
30916.0,260000.0,False,39.760619,-121.596948,396,714.0,1110.0,-1.0,-1.0,108
100000.0,200000.0,True,39.770699,-121.590791,396,438.0,834.0,-1.0,-1.0,127
59175.0,86403.0,False,39.782253,-121.578647,396,-1.0,-1.0,-1.0,-1.0,98
25764.0,188700.0,False,39.757512,-121.626389,396,205.0,601.0,-1.0,-1.0,69
101858.0,159322.0,True,39.763308,-121.5887,396,452.0,848.0,-1.0,-1.0,149
82444.0,144279.0,False,39.781622,-121.577977,397,150.0,547.0,-1.0,-1.0,101
46026.0,82228.0,True,39.757566,-121.593711,397,205.0,602.0,-1.0,-1.0,153
54778.0,64183.0,True,39.779287,-121.59463,397,464.0,861.0,-1.0,-1.0,115
58017.0,119874.0,False,39.746131,-121.587112,397,513.0,910.0,-1.0,-1.0,127
96577.0,283572.0,True,39.777985,-121.611367,397,-1.0,-1.0,-1.0,-1.0,113
90475.0,173315.0,True,39.794769,-121.57638,398,331.0,729.0,-1.0,-1.0,65
64891.0,89546.0,True,39.732207,-121.593421,398,296.0,694.0,-1.0,-1.0,24
49591.0,167606.0,True,39.769689,-121.606529,398,-1.0,-1.0,-1.0,-1.0,109
132600.0,372300.0,False,39.76124,-121.584934,399,208.0,607.0,-1.0,-1.0,123
84936.0,204384.0,False,39.77013,-121.634285,399,607.0,1006.0,-1.0,-1.0,87
34794.0,20880.0,False,39.774601,-121.59274,399,237.0,636.0,-1.0,-1.0,127
20611.0,132600.0,False,39.781872,-121.576893,399,168.0,567.0,-1.0,-1.0,95
107219.0,242823.0,False,39.775277,-121.583008,399,323.0,722.0,-1.0,-1.0,120
113873.0,207665.0,True,39.764354,-121.618438,399,245.0,644.0,-1.0,-1.0,84
123187.0,283796.0,True,39.734276,-121.654314,400,486.0,886.0,-1.0,-1.0,53
10152.0,161127.0,False,39.766794,-121.62622,400,528.0,928.0,-1.0,-1.0,125
31819.0,105820.0,True,39.754928,-121.620915,400,404.0,804.0,-1.0,-1.0,51
45983.0,202260.0,True,39.75485,-121.571756,400,481.0,881.0,-1.0,-1.0,28
54778.0,92595.0,False,39.763402,-121.58761,400,195.0,595.0,-1.0,-1.0,146
112200.0,171360.0,True,39.752486,-121.571713,400,-1.0,-1.0,-1.0,-1.0,35
13572.0,209754.0,False,39.768306,-121.635849,400,448.0,848.0,-1.0,-1.0,94
33726.0,322976.0,True,39.779565,-121.611445,400,628.0,1028.0,-1.0,-1.0,81
59508.0,81523.0,True,39.767946,-121.606143,400,-1.0,-1.0,-1.0,-1.0,103
59508.0,81523.0,True,39.767946,-121.606143,400,892.0,1292.0,-1.0,-1.0,103
41222.0,117999.0,False,39.773752,-121.572202,403,163.0,566.0,-1.0,-1.0,43
128766.0,77497.0,False,39.772927,-121.598816,403,275.0,678.0,-1.0,-1.0,134
72506.0,145015.0,True,39.778505,-121.618703,403,274.0,677.0,-1.0,-1.0,97
32000.0,157500.0,True,39.730724,-121.651433,403,-1.0,-1.0,-1.0,-1.0,59
163200.0,270300.0,False,39.738194,-121.596063,403,-1.0,-1.0,-1.0,-1.0,60
72506.0,157149.0,True,39.751105,-121.619138,403,294.0,697.0,-1.0,-1.0,53
40469.0,425000.0,False,39.775833,-121.61608,403,456.0,859.0,-1.0,-1.0,107
82022.0,196578.0,False,39.769663,-121.582169,404,295.0,699.0,-1.0,-1.0,123
14296.0,51450.0,True,39.761668,-121.593979,404,304.0,708.0,-1.0,-1.0,132
36781.0,36077.0,True,39.756164,-121.601146,404,421.0,825.0,-1.0,-1.0,113
83662.0,208215.0,True,39.742618,-121.568968,405,422.0,827.0,-1.0,-1.0,71
61351.0,58564.0,False,39.777507,-121.582859,405,588.0,993.0,-1.0,-1.0,110
63887.0,152956.0,True,39.745214,-121.643449,405,306.0,711.0,-1.0,-1.0,74
145858.0,210134.0,True,39.756813,-121.573216,405,246.0,651.0,-1.0,-1.0,48
63117.0,220038.0,True,39.779139,-121.601069,405,547.0,952.0,-1.0,-1.0,118
24732.0,189000.0,False,39.748816,-121.598998,405,884.0,1289.0,-1.0,-1.0,128
56624.0,68914.0,False,39.75088,-121.597228,405,359.0,764.0,-1.0,-1.0,127
60665.0,72815.0,True,39.741541,-121.584904,405,576.0,981.0,-1.0,-1.0,73
107174.0,306097.0,True,39.743485,-121.630878,405,712.0,1117.0,-1.0,-1.0,112
96498.0,193000.0,False,39.740829,-121.569845,405,447.0,852.0,-1.0,-1.0,82
125517.0,238825.0,False,39.778758,-121.608101,405,525.0,930.0,-1.0,-1.0,93
46411.0,18566.0,False,39.756281,-121.580956,406,230.0,636.0,-1.0,-1.0,110
91221.0,124920.0,True,39.764905,-121.635253,406,267.0,673.0,-1.0,-1.0,108
18360.0,214200.0,False,39.747989,-121.615592,406,433.0,839.0,-1.0,-1.0,35
190860.0,325952.0,False,39.742751,-121.634565,406,421.0,827.0,-1.0,-1.0,101
190860.0,325952.0,False,39.742751,-121.634565,406,421.0,827.0,-1.0,-1.0,101
73503.0,221031.0,False,39.772198,-121.580535,406,613.0,1019.0,-1.0,-1.0,100
53286.0,56328.0,True,39.76495,-121.63488,406,176.0,582.0,-1.0,-1.0,114
30916.0,142800.0,False,39.75007,-121.626109,406,238.0,644.0,-1.0,-1.0,76
42046.0,173968.0,False,39.74372,-121.631746,406,151.0,557.0,-1.0,-1.0,109
115997.0,184493.0,True,39.76751,-121.636382,406,209.0,615.0,-1.0,-1.0,93
41014.0,110614.0,True,39.751518,-121.625415,406,334.0,740.0,-1.0,-1.0,65
72061.0,189733.0,True,39.769643,-121.620488,407,689.0,1096.0,-1.0,-1.0,132
61833.0,367200.0,False,39.735553,-121.644124,407,511.0,918.0,-1.0,-1.0,78
151493.0,128347.0,True,39.760642,-121.609078,407,255.0,662.0,-1.0,-1.0,53
25764.0,167688.0,True,39.757378,-121.597426,407,228.0,635.0,-1.0,-1.0,123
49981.0,86423.0,False,39.77326,-121.619297,407,355.0,762.0,-1.0,-1.0,128
40000.0,115000.0,True,39.777192,-121.571491,410,-1.0,-1.0,-1.0,-1.0,52
26279.0,151647.0,False,39.765151,-121.60666,410,186.0,596.0,-1.0,-1.0,89
108757.0,256582.0,True,39.749351,-121.636057,410,197.0,607.0,-1.0,-1.0,82
82022.0,66929.0,False,39.754246,-121.588647,410,196.0,606.0,-1.0,-1.0,140
30682.0,63334.0,False,39.74972,-121.631237,410,344.0,754.0,-1.0,-1.0,90
14740.0,105582.0,True,39.770246,-121.575412,410,248.0,658.0,-1.0,-1.0,70
78322.0,268260.0,False,39.77362,-121.57709,410,234.0,644.0,-1.0,-1.0,84
98426.0,114606.0,False,39.768405,-121.610903,410,518.0,928.0,-1.0,-1.0,115
50000.0,310000.0,True,39.781179,-121.603628,410,402.0,812.0,-1.0,-1.0,84
11203.0,418525.0,False,39.749294,-121.636433,410,494.0,904.0,-1.0,-1.0,81
63887.0,144026.0,True,39.763563,-121.632163,411,-1.0,-1.0,-1.0,-1.0,125
127500.0,367200.0,False,39.77986,-121.584029,411,601.0,1012.0,-1.0,-1.0,113
83662.0,228929.0,True,39.742743,-121.632765,411,860.0,1271.0,-1.0,-1.0,106
87025.0,489106.0,True,39.779743,-121.572551,411,577.0,988.0,-1.0,-1.0,71
110000.0,225000.0,False,39.770051,-121.601632,413,526.0,939.0,-1.0,-1.0,112
35162.0,214016.0,False,39.742278,-121.57846,414,210.0,624.0,-1.0,-1.0,93
41222.0,387600.0,False,39.734309,-121.649152,414,-1.0,-1.0,-1.0,-1.0,72
26256.0,50608.0,False,39.792106,-121.579031,414,-1.0,-1.0,-1.0,-1.0,96
81879.0,187991.0,True,39.778537,-121.594102,414,306.0,720.0,-1.0,-1.0,120
77259.0,14165.0,False,39.746988,-121.594057,414,-1.0,-1.0,-1.0,-1.0,137
60000.0,13500.0,False,39.772584,-121.634827,414,634.0,1048.0,-1.0,-1.0,67
59080.0,84263.0,True,39.745256,-121.583874,417,596.0,1013.0,-1.0,-1.0,83
81879.0,159106.0,True,39.782872,-121.572799,417,381.0,798.0,-1.0,-1.0,62
47562.0,96594.0,True,39.744066,-121.653782,417,540.0,957.0,-1.0,-1.0,19
145185.0,195157.0,True,39.759753,-121.570545,417,358.0,775.0,-1.0,-1.0,31
11260.0,295000.0,False,39.792482,-121.57923,417,630.0,1047.0,-1.0,-1.0,94
38355.0,129738.0,False,39.767994,-121.576222,418,-1.0,-1.0,-1.0,-1.0,68
70434.0,116157.0,True,39.776064,-121.604753,418,582.0,1000.0,-1.0,-1.0,115
18648.0,37000.0,True,39.73714,-121.573969,418,-1.0,-1.0,-1.0,-1.0,84
77783.0,275750.0,True,39.742707,-121.574628,418,945.0,1363.0,-1.0,-1.0,89
12802.0,4805.0,False,39.732112,-121.653784,418,-1.0,-1.0,-1.0,-1.0,51
64770.0,125000.0,False,39.784336,-121.581683,418,-1.0,-1.0,-1.0,-1.0,92
75082.0,258673.0,True,39.739713,-121.622612,418,138.0,556.0,-1.0,-1.0,52
51995.0,62000.0,False,39.747954,-121.584737,418,-1.0,-1.0,-1.0,-1.0,105
40000.0,155000.0,True,39.742551,-121.63695,418,-1.0,-1.0,-1.0,-1.0,113
